"","mz","rt","neg-Exp1-Blatt_K-1_1-B,1_01_8102","neg-Exp1-Blatt_K-2_1-B,2_01_8104","neg-Exp1-Blatt_K-3_1-B,3_01_8107","neg-Exp1-Blatt_K-4_1-B,4_01_8109","neg-Exp1-Blatt_K-5_1-B,5_01_8111","neg-Exp2-Blatt_K-1_1-D,1_01_8113","neg-Exp2-Blatt_K-2_1-D,2_01_8115","neg-Exp2-Blatt_K-3_1-D,3_01_8117","neg-Exp1-Blatt_P-1_1-C,1_01_8103","neg-Exp1-Blatt_P-2_1-C,2_01_8105","neg-Exp1-Blatt_P-3_1-C,3_01_8108","neg-Exp1-Blatt_P-4_1-C,4_01_8110","neg-Exp1-Blatt_P-5_1-C,5_01_8112","neg-Exp2-Blatt_P-1_1-E,1_01_8114","neg-Exp2-Blatt_P-2_1-E,2_01_8116","neg-Exp2-Blatt_P-3_1-E,3_01_8118","neg-Exp2-Blatt_P-4_1-E,4_01_8121","neg-Exp2-Blatt_P-5_1-E,5_01_8122"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M427.1974T269.8","427.1974","269.8336","6781.3727","6387.7892","5176.99","5991.3956","5576.3808","5713.232","6824.5166","6418.449","7299.1999","7795.438","7480.8804","7407.2591","8278.5282","5736.7792","6476.6229","6296.3563","7447.6923","6119.0192"
"M429.0406T289.3","429.0406","289.29048","12674.6558","12875.0406","16126.31","15562.0225","9168.2765","9906.799","13936.6872","9025.491","12480.501","4668.5638","12543.9956","10343.2955","12341.501","15029.095","12993.0591","14895.6752","13410.1894","13445.712"
"M429.1768T359.4","429.1768","359.41159","8284.6459","7689.1412","4812.578","4319.7342","6445.2983","5441.092","5871.8579","7094.12","3352.0487","3223.3518","2798.7603","2871.9538","2630.3782","3871.2482","3742.0339","3853.9078","4165.6942","3268.2109"
"M430.1215T335.2","430.1215","335.17618","6375.2356","3873.0367","2887.128","4039.8676","3055.8348","3586.528","4906.8532","2174.694","5492.4316","6206.1691","5429.2791","6502.4982","5931.9422","5683.3046","5376.3618","4687.4506","5469.0119","4777.5817"
"M430.1793T359.1","430.1793","359.078","1739.1551","1165.8834","815.5603","575.695","911.3188","1199.611","1326.5304","1006.925","714.3683","857.754","676.7463","758.391","880.6206","775.3875","823.68","912.607","929.7246","898.4697"
"M431.0829T376.8","431.0829","376.81945","2233.8831","2341.9594","2422.702","1858.4488","2108.2864","1856.038","1674.047","1755.983","2115.2894","1940.9171","1902.8277","2160.9779","2114.864","2041.755","2384.2104","2089.2811","1831.837","1774.5924"
"M431.1237T334.7","431.1237","334.71394","1610.1986","1031.1686","1004.822","841.1418","750.5413","862.9517","1091.5814","574.9015","652.3145","914.1235","668.7677","1317.1056","1058.9843","988.1182","460.0723","1237.686","913.336","478.5247"
"M431.193T258.9","431.193","258.85193","118774.5783","98261.1672","83894.05","136847.0036","123622.4625","90359.44","150511.3832","88025.73","101617.692","112912.001","108731.0508","118242.1539","118841.8808","82522.996","86796.1395","79561.1112","100883.8157","81739.1827"
"M431.1933T225.4","431.1933","225.44571","145868.2732","139478.2734","107504.8","116640.2004","115557.2349","116189.4","132423.4598","123609.9","130292.7355","149376.6251","130276.0896","145586.2112","145642.6665","112955.6188","121364.0263","114112.2577","140688.2528","122779.6236"
"M431.1931T216.5","431.1931","216.52705","20667.662","18148.5663","16156.33","17667.1258","15870.598","18754.28","20495.5779","18572.22","22504.2465","26358.0295","24068.0477","24036.0321","26570.5488","18181.0467","21041.921","19879.9556","23966.2072","20445.6509"
"M431.1928T278.7","431.1928","278.7367","32604.3814","40553.109","29750.7","24948.468","30568.9435","31577.59","32003.2378","34717.52","18736.327","20415.646","16750.8948","13530.3283","16899.8628","22412.117","21393.5081","19406.8686","28258.0628","24254.0004"
"M431.1925T250.1","431.1925","250.1256","28842.2014","32307.8123","30643.45","27539.1674","26917.8386","28837.42","28932.7248","29214.31","23127.505","26817.2662","18952.62","19365.0922","21928.4643","22133.238","23373.7887","21538.5938","26126.8241","23822.4352"
"M431.1932T352.8","431.1932","352.79714","1727.8672","1848.0362","1436.241","672.7704","1245.9709","1746.735","2132.3943","1952.577","833.1416","1523.7818","942.7641","932.3041","1222.1811","1144.6063","1467.0063","871.3048","1759.1503","1609.8585"
"M432.1957T258.9","432.1957","258.9443","27098.0297","21673.1094","17481.93","21551.8482","18463.1523","20380.46","35062.3346","20262.78","23047.5831","25341.4872","24995.6592","26529.0411","27037.53","18641.8338","19688.5822","18065.6416","22746.8306","17959.905"
"M432.196T225.4","432.196","225.44571","32208.3992","31775.2165","24911.87","25240.7441","26284.8849","25404.52","30222.2407","27327.23","29836.8557","33176.6782","29178.5699","32849.1344","32162.6193","25604.5587","26202.3004","26152.3333","31373.2109","26663.9888"
"M432.1954T278.7","432.1954","278.73548","6862.2199","8958.4075","6648.949","5230.9475","6722.6979","6823.54","7026.9099","7852.023","4196.0649","4358.2048","3909.0837","2920.0287","3617.2615","4941.0462","5051.0196","3998.2038","6115.7046","5706.4595"
"M433.2086T229.5","433.2086","229.46343","130817.0323","141736.5078","100706.9","84519.7487","105729.5604","99270.11","117416.4296","120558.1","117595.6988","129081.2188","98617.3293","81580.3851","89628.8045","99504.3767","107093.3023","110597.6929","128252.816","128246.7137"
"M433.2068T199.9","433.2068","199.93319","1888","3833.7666","2872.766","2137.9884","2591.424","2675.046","2775.1384","2903.66","3379.2423","3745.5706","2415.9869","1960.801","2921.5476","2418.4556","3112.8484","2829.1111","3289.5591","3999.6834"
"M433.2082T240.1","433.2082","240.13582","30779.7917","38791.4718","28762.54","24580.8841","26352.503","31448.83","34625.8655","35416.28","25321.5378","31409.1743","24660.2975","19454.7128","28642.7451","24799.6875","28287.2304","22073.0236","36670.6633","32117.8425"
"M434.0632T196.4","434.0632","196.43324","260009.003","233633.3278","166658.9","191664.5848","171627.7222","176648.1","248271.5079","165632.5","193275.8643","199338.4279","173865.6669","222929.9851","205242.624","217875.4742","231206.746","218300.3471","259139.8009","208585.6279"
"M434.2116T229.5","434.2116","229.47495","28420.851","30523.8722","22358.78","18870.0935","22915.9919","21749.5","26060.3859","27147.01","25179.4799","29000.6485","21205.7084","17450.7742","19565.7664","22267.2244","24147.4444","23976.5332","27722.3553","27676.8797"
"M435.0651T196.4","435.0651","196.43324","45737.2512","41027.4259","28137.04","33024.648","28578.3303","30121.72","41850.0396","27276.74","33883.0503","33711.1255","29514.7638","37632.2507","32720.346","36319.027","37890.8094","35747.4945","43522.7437","34819.0535"
"M435.13T325.2","435.13","325.19877","177183.7881","182888.0905","187915.4","183443.6333","182558.6898","178013.2","172031.3272","179318","171401.3333","171146.1335","182272.5984","179860.5856","177835.9777","173047.6675","173492.2586","168042.0483","177236.283","181408.7755"
"M435.2137T229.5","435.2137","229.46036","5716.2504","6517.8666","4590.294","3677.5667","4497.3501","3810.603","5038.6964","4991.876","5193.4721","5953.0791","3990.2008","3492.9977","4179.3046","4382.8813","4675.4439","4368.546","4671.2674","5647.3862"
"M436.0417T37.4","436.0417","37.39441","163481.3928","150211.0841","169725.5","156831.2965","151336.2659","133688.1","150328.1296","128018.2","572861.1387","605708.2085","490830.8891","547301.0862","539908.5821","371170.0486","436807.5853","387642.3692","427743.4176","544330.6175"
"M436.0417T27.5","436.0417","27.4507","29927.9565","28556.2086","31252.61","30789.0535","30953.8651","28980.29","30829.8531","25145.57","117811.4854","134065.254","102269.0273","117574.3983","111544.011","79293.1924","96674.5504","88332.6317","93088.7798","119754.3008"
"M436.0421T131.5","436.0421","131.51271","33492.7197","18386.5248","28485.19","29699.4185","28243.552","29229.52","19474.3532","27486.7","29051.0601","30451.893","15930.0061","14850.8031","11744.2294","30067.6133","29026.3366","30986.7443","31966.5177","27749.0743"
"M436.0604T196.4","436.0604","196.43324","42671.1883","37610.7428","26514.03","31058.0849","26932.8962","27405.05","38840.3058","26379.31","32996.1565","30890.3512","27187.1192","35254.5542","32198.2571","33991.9588","35725.9361","33698.4655","40525.0505","32906.4383"
"M436.1326T325.2","436.1326","325.19877","40736.3023","42453.126","43917.79","42379.101","41798.7295","42419.11","41154.1822","42680.44","38709.9628","40403.8217","42258.8204","42661.9","42057.3515","40844.7455","42457.0062","40140.3419","41102.7946","41763.2045"
"M437.0095T240.5","437.0095","240.50854","1016.049","776.7729","602.0172","609.1218","540.5412","800.8628","414.8491","401.7711","1593.9371","1085.31","745.9277","738.2084","967.1064","1248.8011","1183.8146","1353.8124","965.2983","887.7238"
"M437.0436T37.4","437.0436","37.4187","27517.7726","25157.7134","28050.56","26063.0204","23876.1676","22505.32","24431.7265","20748.98","95503.3473","97657.5462","80839.6042","89370.36","84672.5103","62604.0893","71759.3123","63131.9388","67857.735","88089.2257"
"M437.0451T27.5","437.0451","27.46961","5242.3056","4569.5914","5547.428","5257.9792","4947.7902","4994.83","4929.5619","3563.054","20309.958","23077.3566","17185.3248","19897.8581","19587.4555","13654.761","16139.6023","15316.9967","15400.7937","19846.0924"
"M437.0624T196.5","437.0624","196.49589","7491.5103","6400.9062","3726.575","5243.8417","4642.9929","4597.211","6779.9819","4749.684","5445.2877","5592.9029","4701.016","6240.4112","4984.2362","5819.5423","5916.29","5934.7655","7219.441","5680.4983"
"M437.1355T325.2","437.1355","325.24733","8285.0941","8411.578","8933.745","9123.5595","8347.0052","8625.449","8009.7361","8382.961","7816.4693","7526.5604","8779.1822","8434.2428","8483.6182","8301.0589","7981.594","7913.1368","9059.4094","7838.2505"
"M438.0383T37.4","438.0383","37.39441","27116.4423","25175.1907","28468.56","26098.3673","24620.1904","21594.97","24659.1473","20577.58","90296.1292","99033.4085","78265.7466","89423.3804","86433.4327","59797.0307","70683.0176","63580.4446","69810.7155","86015.1844"
"M438.0587T196.4","438.0587","196.41803","2264.5145","2331.3565","1058.704","1815.561","1915.2383","1870.441","2161.041","1556.445","1681.3592","2147.832","1714.8103","2380.833","2025.4602","1816.6523","2143.738","2150.1482","2743.2163","2232.7825"
"M438.0383T27.5","438.0383","27.483","6775.5115","6753.841","6184.338","159.0032","6767.2766","6340.915","6891.9772","6353.283","21554.4146","23607.7431","18494.4284","20501.9724","19817.5282","14056.7512","17077.3028","15957.5625","16271.4735","19919.4896"
"M438.1392T325.1","438.1392","325.09181","991.1239","1096.5872","1019.367","1104.1523","532.5749","758.5987","1001.1456","1230.63","1001.4704","496.6272","1144.7865","1369.2429","967.1644","1231.201","856.9962","806.0695","1340.151","1227.6135"
"M438.7767T25.7","438.7767","25.69876","3721.3963","3846.267","4691.011","4324.7351","4137.0236","3909.237","3967.7865","3869.879","5636.7563","5312.592","5275.5125","6307.1349","5956.4653","5548.733","4425.2344","4486.9225","4633.5377","4927.2788"
"M438.8785T22.4","438.8785","22.35953","773.4079","476.6365","280.056","480.2976","579.8323","327.4995","224.4213","591.0683","312.4452","360.211","344.2189","254.4952","389.3645","457.7033","416.1558","313.5327","499.8538","468.0451"
"M439.0423T37.4","439.0423","37.4187","2476.2386","3519.0581","3522.841","4155.4175","3435.0757","2638.287","3107.3066","2949.807","13663.7806","12926.6083","10618.0933","12300.814","12936.1703","9063.0224","10323.8805","9120.3221","9976.1207","12445.7724"
"M439.1622T309.1","439.1622","309.12059","10588.2744","695.9304","714.0769","1461.3373","6761.4229","8209.872","9090.8285","5869.731","10854.9083","10675.2682","10944.5412","10382.7404","9700.02","8484.793","9235.18","8082.0263","8172.4754","8569.7599"
"M439.1609T300.5","439.1609","300.45021","10334.5917","7929.9515","7181.64","8348.5877","6491.7272","6957.876","8278.8966","6792.499","11284.4896","11461.0626","10162.0785","10075.373","10110.4463","7854.1867","8816.7395","8860.0916","8418.9099","8030.078"
"M440.0363T37.4","440.0363","37.39003","1891.8718","1769.3077","1629.326","1903.8771","1625.4912","1700.719","1401.9499","845.7623","6227.4222","6195.343","4939.8461","5262.3304","5262.3565","3748.4237","4816.0914","3886.2339","5163.5566","5915.2742"
"M440.7748T25.7","440.7748","25.69876","1901.1091","2054.5542","2463.41","3012.0539","2267.6741","2279.472","2206.1025","1990.788","3692.5245","3092.6686","3119.8911","3081.9744","3681.3803","3090.9275","2674.2224","2865.4115","3249.5113","3403.1924"
"M440.8614T22.5","440.8614","22.52382","1106.9889","1200.7074","759.9924","890.2543","839.23","888.6844","1293.3285","1003.366","3101.1294","1852.5823","1038.0474","1516.9848","1236.9515","517.6615","2736.1149","2793.3041","644.645","3244.4015"
"M441.1749T467.2","441.1749","467.24499","8678.8669","12417.5469","9879.625","11710.9092","9003.0349","5413.782","4621.5075","5148.854","8215.5236","0","6441.4949","8723.5736","6923.8632","3050.9819","5431.1304","7694.8974","4350.9089","3207.5485"
"M441.2042T985.3","441.2042","985.3421","8451.2492","591.5023","866.5809","1627.5246","644.2823","1957.969","1215.6667","4414.03","2328.0715","0","942.6026","886.5638","1953.3333","1340.8659","1677.4791","1575.5928","1304.0391","1672.0032"
"M441.2543T744.4","441.2543","744.35897","5876.8029","3803.6196","4472.406","3052.872","4000.666","3870.772","3185.4913","3588.971","3803.0491","0","6558.3715","4921.2265","4946.2872","3875.8536","3389.8989","3663.164","4607.4132","4054.1404"
"M442.02T295.4","442.02","295.37575","1299.905","1447.995","664.34","584.2387","896.256","1125.106","1353.451","835.5249","876.4141","956.1195","884.442","1387.9675","484.7151","1391.0285","1157.8624","1233.1245","1043.3651","967.4664"
"M442.029T131","442.029","131.0266","73986.2195","69013.8096","56329.25","65253.2461","57307.5805","61881","36040.6024","59230.04","60410.6131","60465.9526","52614.8954","65557.1126","59574.2963","62619.874","64290.89","66144.9824","65644.6343","56664.544"
"M442.0727T243.9","442.0727","243.85772","767.4868","868.5967","1069.294","1053.5508","776.9937","1244.955","1004.6526","962.5562","1348.979","1302.2505","931.4655","955.811","1058.1209","1130.4197","1139.5695","1013.2849","1242.3407","1228.0697"
"M442.1779T467.1","442.1779","467.08414","2027.7268","2184.9512","1663.915","2633.7924","1512.7056","931.2756","724.0285","1282.033","1354.0534","0","1600.8","1725.8263","1239.7189","797.1845","1299.5716","1767.6184","997.5733","862.5886"
"M443.0465T41.9","443.0465","41.90992","6684.1618","4620.5479","4180.808","3384.1947","3973.4389","3533.093","3323.2106","3810.15","17542.2521","14050.0215","6204.0978","8519.9545","9560.3156","8876.0896","9101.4418","7295.0837","5686.5085","8439.0241"
"M443.1203T216.1","443.1203","216.08187","1970.4918","1027.924","783.9018","1368.3505","769.7496","1606.858","2208.269","1628.147","1469.3192","1525.8279","1368.0894","1857.2615","1987.5032","1368.9589","1532.1646","1543.3162","1342.8031","1806.0618"
"M444.0425T193.4","444.0425","193.40562","1550.1457","1142.7178","774.9226","977.7634","754.7105","587.1334","683.9401","691.6659","1192.691","524.6682","907.4288","1302.3175","1124.1259","536.2062","970.9041","748.6327","1266.633","979.1958"
"M444.137T381.1","444.137","381.14279","5912.4603","3859.9123","1731.06","3495.2914","2601.5184","2989.816","4800.0127","2082.916","11807.5396","15497.1737","15126.6929","15291.8792","12589.9154","11371.4237","12444.4536","10304.7207","12586.4308","14306.1317"
"M445.1674T427.6","445.1674","427.55163","1883.7928","2309.6597","1766.428","1823.6969","1817.1686","868.7535","1144.6603","1149.275","1643.4648","1778.7688","1204.1877","1764.0931","1390.9031","736.3995","1182.4137","956.8939","833.8084","754.4675"
"M445.2378T691.2","445.2378","691.24906","98555.92","61806.221","39174.13","55372.0055","41481.9671","63721.84","57545.3333","54323.08","168249.0825","0","88593.608","73201.5754","78332.48","96500.226","128610.94","143000.579","83631.852","102247.098"
"M445.2376T678.2","445.2376","678.24085","90282.9979","44801.5225","29933.35","25168.0065","38163.8705","48998.29","45964.6787","35789.4","50949.347","0","58795.0787","37645.152","35711.6023","59804.8371","40930.8935","30097.1728","33585.5935","38307.1225"
"M446.0465T250.2","446.0465","250.18664","33477.6942","28423.5525","18446.64","20780.9357","18660.1742","16681","27799.5968","20658.55","36814.894","27203.773","49679.9967","45999.7158","37398.4481","31663.8703","31259.25","22375.3912","23813.1936","33358.5745"
"M446.117T195.3","446.117","195.27732","2759.0149","1949.8741","2230.154","2099.5901","1896.1388","2444.155","2694.3993","2187.508","2937.2013","3994.4216","3077.85","2646.6403","3141.5895","3340.1138","3041.5929","2719.7769","3630.0119","3822.6071"
"M446.2405T691.2","446.2405","691.22633","24324.4142","15713.4171","9365","14153.9521","10013.671","15317.42","13514.4205","12689.29","40689.001","0","21336.7611","18798.2437","18811.704","24938.3047","28872.1618","34854.2889","19841.3312","23034.2082"
"M447.0528T250.3","447.0528","250.3311","18941.7063","16035.3375","10013.84","11172.7383","10428.9822","8955.192","15935.964","11064.51","21343.8174","15789.1474","28224.5655","25763.3309","20962.8863","17329.5348","17202.6855","12617.8023","12347.728","16978.3242"
"M447.0549T163.2","447.0549","163.20119","205415.336","145329.4154","131617.8","179407.6734","113650.6458","115595.3","170029.9815","97843.73","595697.5385","488553.1317","408410.2659","539462.4755","442658.0342","324028.1189","445987.4952","387769.0451","327353.6611","377392.3724"
"M447.0897T265.1","447.0897","265.05425","1792.5574","2265.132","1636.19","1801.3924","1147.0628","1418.234","1529.8896","1503.044","1530.0062","1076.8715","970.6669","1209.2139","1180.236","907.7801","1482.2962","1289.0304","1073.8814","1234.8764"
"M447.2171T235.1","447.2171","235.11211","2456.7895","3097.3151","2609.66","2284.1592","2449.757","2913.757","3385.9685","3467.327","2651.0522","2482.3176","1861.597","1308.4186","2652.2851","2655.3862","2650.452","3023.0253","3471.2949","3096.8088"
"M447.9206T25.1","447.9206","25.14613","1362.8102","1235.9476","977.4801","847.5267","879.2011","660.1886","1095.1135","1001.607","753.9366","403.0388","455.2275","642.1047","345.3333","596.4308","790.8124","519.2595","818.2666","666.2562"
"M448.0569T163.3","448.0569","163.26077","43023.8003","29683.0554","27157.45","36350.6027","22846.473","23769.23","34404.3073","19737.51","121023.9927","97095.4645","80449.4728","107243.3518","85865.8925","65000.3561","89043.6599","78689.1227","65147.4036","73972.1578"
