"","mz","rt","pos_Exp1-K1_2-C,1_01_7443.d","pos_Exp1-K2_2-C,3_01_7445.d","pos_Exp1-K3_2-C,5_01_7447.d","pos_Exp1-K4_2-C,7_01_7449.d","pos_Exp1-K5_2-D,1_01_7451.d","pos_Exp2-K1_2-E,1_01_7454.d","pos_Exp2-K2_2-E,3_01_7456.d","pos_Exp2-K2_2-E,3_01_7460.d","pos_Exp2-K3_2-E,5_01_7458.d","pos_Exp2-K3_2-E,5_01_7462.d","pos_Exp1-P1_2-C,2_01_7444.d","pos_Exp1-P2_2-C,4_01_7446.d","pos_Exp1-P3_2-C,6_01_7448.d","pos_Exp1-P4_2-C,8_01_7450.d","pos_Exp1-P5_2-D,2_01_7452.d","pos_Exp2-P1_2-E,2_01_7455.d","pos_Exp2-P2_2-E,4_01_7457.d","pos_Exp2-P3_2-E,6_01_7459.d","pos_Exp2-P4_2-E,7_01_7461.d","pos_Exp2-P5_2-E,8_01_7463.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M409.1608T233.9","409.1608","233.899479","999.999","1331.434","941.6073","1065.857","334.0623","829.7627","1133.081","1170.272","737.4033","656.5248","303.5214","706.8984","687.7376","1134.386","622.3615","827.4406","507.6012","962.436","513.744","268.6688"
"M409.3086T842.2","409.3086","842.227893","529.8797","215.5556","355.4938","272.2808","274.9502","214.9672","211.0953","246.9213","259.2674","190.4856","6680.369","11879.16","8343.118","2892.312","13576.66","1358.566","2615.181","3696.54","6375.457","5931.622"
"M409.5763T198","409.5763","197.9896","2438.616","791.2992","2269.354","3374.03","465.3172","771.6168","789.5298","852.2059","548.0344","614.5603","1640.234","940.7169","1171.538","1325.733","1272.959","1551.053","674.3572","1673.624","1434.824","661.1952"
"M410.0605T167.7","410.0605","167.665142","37748.84","34791.14","29278.67","32725.38","15378.06","42916.16","48397.35","47699.84","39143.62","39469.08","562.6275","630.6174","1080.048","947.9199","657.5256","11332.06","9159.737","4736.914","6087.648","1721.376"
"M410.1072T214.6","410.1072","214.612636","10759.08","8048.836","7176.503","8984.803","3241.93","11278.13","14726.83","14185.26","9133.791","9462.326","2315.664","1246.265","1496.088","1207.882","792.0804","4545.929","2920.717","2602.454","3847.742","1630.556"
"M410.1641T527.4","410.1641","527.382744","2029.85","1367.444","1298.211","1384.553","1631.303","1259.035","1836.375","1689.063","872.2047","1028.155","1544.234","1146.583","1427.108","652.6595","1281.947","1305.494","1132.766","1206.631","1357.969","1493.371"
"M410.5614T167.7","410.5614","167.676844","13146.59","11967.62","10081.98","11552.9","5295.378","14699.92","16720.16","16205.93","13080.17","13498.23","362.9865","250.2391","359.709","268.9036","267.5691","4214.694","3057.36","1853.889","1857.537","539.5058"
"M410.6019T231.7","410.6019","231.717151","39607.02","36727.68","36330.04","33978.79","33316.69","39282.7","39280.08","37641.26","36266.4","36073.64","19889.38","34862.8","25061.95","32225.09","31151.43","37553.46","39251.86","38790.82","38259.05","40740.02"
"M410.6019T262","410.6019","262.030649","7172.707","7620.616","7808.47","6830.108","7178.36","7326.016","7179.983","7048.814","7317.761","6877.398","5014.494","5410.78","4789.911","5547.201","5755.166","6286.83","5165.956","5895.713","5702.274","6423.375"
"M410.7843T22.9","410.7843","22.887154","1382.912","1230.151","1119.624","1083.962","877.5389","1062.936","824.6962","1199.654","1330.234","1350.437","530.0495","344.7283","356.2573","311.5544","214.1987","511.884","628.5239","529.8249","496.0186","313.3591"
"M411.0653T167.7","411.0653","167.701318","3440.225","3972.666","2317.97","3275.487","1829.141","4219.413","5280.628","5634.963","4771.171","4693.195","2867.407","583.2942","547.104","550.7446","517.7472","1261.214","1368.761","905.4324","560.196","403.9896"
"M411.1045T231.8","411.1045","231.753524","16819.7","14246.46","14648.47","14046.45","13593.57","16210.23","16431.08","16294.38","15030.35","15077.38","8078.085","12646.6","9349.793","12468.43","13258.14","16789.64","16086.92","16407.9","16319.6","17440.65"
"M411.1204T219.5","411.1204","219.488755","27153.79","18352","15811.58","20046.62","7369.17","15880.88","16752.98","16269.59","9365.855","9765.766","19199.49","8906.177","10236.68","9510.088","6543.098","10318.22","10598.66","11119.32","8684.724","5822.597"
"M411.1174T196.6","411.1174","196.586849","12100.67","11082.85","9091.921","11819.45","4243.126","7853.581","9078.132","9756.08","5992.123","6595.923","8529.883","6437.369","6913.796","7909.767","6203.963","8307.765","7370.481","7721.837","5868.446","5700.837"
"M411.1447T210.7","411.1447","210.72823","5365.811","3886.773","4210.699","4141.897","2287.554","3893.675","3695.656","4082.263","2613.799","3020.891","6551.509","3259.606","6602.278","2980.647","2210.1","5595.242","5226.739","4118.903","4955.476","2718.751"
"M411.1126T261.8","411.1126","261.772698","895.8194","2212.73","2135.374","1164.669","2056.644","1787.639","2751.909","3943.092","1151.898","2122.812","1768.868","2027.076","3326.99","1712.237","3274.618","1863.156","1208.634","2576.059","2336.409","2876.448"
"M411.1453T35.9","411.1453","35.890418","1379.605","1120.407","1192.62","1331.462","851.8891","1719.251","1585.197","929.4482","1400.845","1112.82","3862.368","4056.539","5411.328","1924.106","4047.053","3748.249","8885.533","3525.963","7270.301","8763.125"
"M411.214T298.7","411.214","298.694962","3425.545","1614.624","670.5037","1388.908","756.4223","1278.689","1779.089","1585.717","659.0755","1022.818","2948.158","2732.854","5152.591","1335.573","3289.859","710.9815","1343.834","1698.072","2235.633","1683.679"
"M411.3252T758.8","411.3252","758.836435","188.7206","131.1216","99.42557","128.4525","39.03621","116.1077","76.73786","105.0975","61.39029","99.75921","4400.093","8134.547","5111.419","1062.88","7259.816","578.1731","1960.021","2633.751","4867.516","4449.922"
"M411.6057T231.7","411.6057","231.667878","4681.699","4740.977","4872.595","4345.551","4084.999","5069.845","5203.696","5333.882","5606.267","4775.097","2369.791","4500.658","3358.642","3837","4309.684","4365.695","5124.492","5266.023","5180.929","5476.904"
"M411.6041T262","411.6041","261.980749","789.7151","1001.29","999.7992","632.5931","678.273","982.8698","1020.849","889.7874","928.3388","811.607","493.2008","542.8369","727.248","822.4062","719.683","446.0654","585.5234","825.3264","842.6589","851.1667"
"M412.1223T219.4","412.1223","219.35026","5344.531","3570.187","3070.659","3577.86","1160.48","2559.4","3112.714","2728.848","2059.943","1729.771","3893.778","2039.805","2215.567","1541.162","1128.569","2094.229","2030.431","1748.953","2214.189","1129.783"
"M412.1171T609.7","412.1171","609.692708","1740.391","1560.949","1493.531","1334.905","993.163","1825.077","1149.575","954.4296","1423.914","1106.037","1721.376","1851.214","1675.469","1398.91","1594.13","1689.109","1609.885","1458.821","1676.311","1719.85"
"M412.1491T210.9","412.1491","210.867198","986.3199","830.664","754.6032","791.2992","401.6924","633.5607","706.5648","480.0504","335.8028","522.7512","1072.858","440.0184","632.0204","782.6256","965.2626","525.5381","822.4473","1060.354","642.4688","462.4528"
"M412.2208T326","412.2208","325.964973","1124.65","859.8278","942.901","1161.461","238.5917","904.5445","879.6193","652.1475","724.4978","894.2922","900.7544","1116.66","1525.228","1906.371","1398.451","1016.53","1629.367","745.8875","1315.051","611.6625"
"M413.0694T167.5","413.0694","167.524174","108445.7","99855.05","83286.24","98080.48","45033.89","120199.5","131995","131651.4","103131.7","100642.5","14383.16","8090.919","11120.39","9182.006","7197.305","52327.93","44416.09","31725.89","33026.25","15278.25"
"M413.1191T279","413.1191","278.952337","2673.07","3215.833","2932.323","4701.741","1108.135","3135.397","2419.449","3133.505","1526.594","1533.799","7965.286","5437.194","5581.512","5251.887","6030.724","6115.177","9023.617","5220.6","5833.819","7890.024"
"M413.119T300.7","413.119","300.669059","1536.475","1928.523","2456.233","2186.557","910.7762","1859.114","1890.05","1873.035","1125.233","1102.548","8296.495","5491.381","6843.527","2995.235","5950.849","5416.141","6571.863","4595.174","6028.518","6571.928"
"M413.1418T185.8","413.1418","185.762657","28311.61","22342.59","17672.46","18149.25","9790.51","13128.67","16037.35","16250.16","11543.56","11288.09","5396.217","3721.679","3560.642","5714.801","4352.067","4989.16","4665.396","4357.44","4305.108","2495.34"
"M413.1572T486","413.1572","486.037818","245.5611","287.0107","895.785","664.3605","183.1076","584.5723","496.8297","655.0998","483.2845","441.2866","564.4918","508.0157","431.0112","581.0659","671.5583","685.1448","960.7634","850.59","1367.643","1410.794"
"M413.1555T355.1","413.1555","355.143834","146.784","265.9323","262.6656","263.2455","278.9254","249.629","325.0346","651.651","218.8853","240.9056","36476.2","24513.29","17483.5","5066.417","28322.96","5762.988","21761.52","21797.89","23257.1","16965.62"
"M413.3224T893.3","413.3224","893.345909","20769.6","16714.18","13641.03","16532.97","4643.151","8084.343","10923.25","10698.03","9602.321","9488.519","11027.02","5820.471","7276.999","7421.766","6070.927","7286.066","5737.496","5141.199","6943.827","8436.077"
"M413.3225T920.7","413.3225","920.652254","2488.647","2313.042","2695.185","2022.509","977.1154","2320.855","1942.949","2141.093","1802.393","2241.125","3827.726","3030.422","895.2557","3097.885","809.3136","2201.341","1593.061","2302.507","2190.69","3251.599"
"M413.3756T826.6","413.3756","826.566893","4427.899","2716.134","1835.149","2381.948","774.7606","2315.712","3393.046","3385.965","1472.741","1520.68","7470.138","1955.652","4140.937","4269.545","2875.252","3464.659","2561.426","2880.026","3211.901","4599.87"
"M413.3746T970.6","413.3746","970.627261","5478.097","3011.673","2195.597","3478.253","1267.974","3158.597","4468.392","3972.719","2421.426","2214.77","12791.86","3570.546","8900.59","6588.723","6523.925","10815.07","7680.921","8588.01","11268.34","13376"
"M414.072T167.5","414.072","167.524174","17960.98","16707.49","14409.59","16670.36","7744.331","21359.71","23425.73","22546.81","17841.49","17572.24","2493.66","996.3855","2076.836","1238.869","1084.5","8973.367","7798.234","5190.555","5678.426","1930.328"
"M414.0815T147.1","414.0815","147.142518","12970.56","11205.65","10742.8","10605.63","5485.951","9804.49","12036.7","12255.02","9352.543","9197.018","7885.248","4391.227","5249.416","4697.177","3995.39","9382.577","8060.334","8262.037","7404.182","7657.237"
"M414.1465T185.5","414.1465","185.5196","5541.096","4021.862","3780.052","3655.599","2119.785","3005.507","3719.642","3219.019","2518.361","2166.371","121228.9","27609.58","12759.94","1104.883","3005.384","831.1969","329.3816","730.5732","577.2885","819.8575"
"M414.1592T164.1","414.1592","164.058749","2607.459","1753.769","1490.525","1039.578","365.6256","1456.428","1728.727","1477.013","1216.432","1313.608","12722.2","7866.129","7774.029","6529.219","4696.542","7637.309","5734.565","7657.765","6971.625","3959.622"
"M414.1592T224.9","414.1592","224.942179","3058.838","2290.113","2354.153","2838.489","814.0426","1813.812","2051.398","2150.862","1684.68","1769.414","4083.227","2089.825","2779.11","2211.101","2305.146","2223.576","2507.03","2323.19","1440.35","1225.429"
"M414.1604T245.1","414.1604","245.119823","426.0923","210.252","157.4907","206.894","88.0968","115.1265","128.4745","179.9002","120.7511","156.8233","12098.77","5088.272","7171.683","4551.286","4128.894","4006.102","4642.087","4329.09","5516.743","5318.177"
"M414.1603T189.5","414.1603","189.460365","42106.4","27963.12","25985.66","26319.13","11334.58","30453.96","22213.09","23236.06","27111.1","27663.76","215136.4","135947.2","158089.7","111676.5","94155.24","96725.43","110584","97661.28","114570.3","91698.28"
"M414.16T319.4","414.16","319.400122","5449.421","1274.352","2485.547","3891.528","758.8163","2213.409","1727.677","1325.199","864.3576","1313.312","33725.38","18529.74","27183.06","17059.81","20083.9","25153.64","21740.75","13550.87","13797.88","8562.633"
"M414.2145T561","414.2145","561.022066","6220.639","5484.322","4856.174","3249.598","2685.825","2420.385","2507.8","2043.708","1050.835","795.4168","6412.793","4537.214","5134.088","6351.471","5361.662","2689.288","2123.174","2642.811","2376.122","1205.13"
"M414.3266T893.4","414.3266","893.442391","5023.18","3871.325","3549.626","4507.427","1022.818","1903.766","2776.196","2388.576","2112.845","2163.617","2227.73","1234.541","1923.252","1935.886","1358.679","1624.215","1107.957","1089.276","1620.894","1694.572"
"M414.3778T970.3","414.3778","970.348874","1601.734","412.3941","478.3042","1056.037","394.1126","877.168","1443.628","1378.252","770.8469","779.0373","4452.226","1514.781","2857.904","1936.957","2025.697","3243.593","2450.292","2552.034","3568.968","4213.562"
"M414.7498T25.4","414.7498","25.39952","3714.654","5520.659","5525.249","4510.628","3535.025","5048.516","4918.76","4469.799","4017.529","4716.182","572.8648","399.7512","682.0147","474.5726","332.6471","1497.257","1081.152","1075.471","787.7304","501.4483"
"M415.0713T167.5","415.0713","167.524174","4559.608","3779.361","3807.5","4179.052","1723.521","5375.122","5477.045","5354.211","4370.827","4373.911","1199.869","571.8798","725.6344","715.292","494.8771","1861.331","1699.198","1268.325","1273.939","770.9496"
"M415.0845T147","415.0845","147.044861","2705.699","1474.313","1995.793","2236.957","1077.666","1676.341","2525.048","2232.921","1863.338","1628.536","1141.107","994.3426","1415.449","3402.975","1191.13","2011.092","1509.32","1555.351","1498.534","1483.964"
"M415.1142T369","415.1142","369.04665","104599","74627.11","89913.46","87221.39","46332.44","65726.83","70783.39","69176.46","38550.64","37988.44","153129.6","124732.7","139672.3","135375.9","142773.7","82816.2","100627.7","83974.27","109775.5","100588.6"
"M415.1142T391.7","415.1142","391.706523","57831.39","33287.38","31305.12","47167.32","24600.74","22188.01","607.152","37105.51","17590.75","17787.17","119640.4","71110.06","86667.92","77597.31","89166.99","28448.57","52918.4","45457.4","55985.92","52481.22"
"M415.1624T164.1","415.1624","164.139603","484.5409","271.2455","369.9624","358.6959","166.8176","188.2101","267.267","310.0128","159.1908","200.5572","2284.019","804.0611","1233.653","1051.618","637.0572","1076.212","1083.799","1034.827","1167.856","684.5374"
"M415.1631T319.3","415.1631","319.317815","1478.477","699.466","744.7936","879.4868","208.5694","679.679","604.0171","724.1049","303.9703","338.6717","7308.295","3915.342","5429.034","2928.247","3841.515","5225.138","4862.911","2730.709","2970.913","1963.89"
"M415.1631T189.4","415.1631","189.429446","8996.95","5925.229","5293.898","5315.826","2322.743","6233.983","4180.124","4001.982","5424.542","5361.724","44594.81","28552.08","31012.73","21616.7","18921.65","18523.35","21682.75","19314.81","22164.7","18324.47"
"M415.2521T239.9","415.2521","239.88575","916.9063","536.4288","342.2296","448.9751","413.0958","498.0177","382.1029","434.4409","281.892","394.8263","2261.649","1427.77","2228.531","3443.046","3250.239","563.7244","646.4199","480.33","823.3328","756.0226"
"M415.6157T369","415.6157","369.01888","42980.73","29635.58","36610.18","37355.19","19936.87","27662.33","29074.2","29488.5","15892.71","16160.86","62818.39","52219.4","59087.23","56260.22","58006.35","35626.38","42700.37","35285.64","46845.73","43145.5"
"M415.6154T391.7","415.6154","391.650957","24764.49","15387.31","12712.94","20552.36","9993.784","13915.76","10290.54","10566.14","7215.693","7406.955","50408.6","29360.57","24401.51","31647.38","23100.47","11887.24","22556.36","11370.34","23862.09","22633.76"
"M415.645T484.4","415.645","484.443265","656.9184","305.0475","1590.906","788.5804","94.0752","619.2853","923.8873","825.2027","306.958","295.9032","733.8796","446.3568","808.0087","1281.358","1730.58","1122.401","3464.624","1490.691","3300.614","3765.099"
"M415.7498T25.6","415.7498","25.60055","1804.848","1417.309","1213.551","1673.901","783.6027","1417.877","1444.674","806.2749","895.895","1114.447","317.9371","173.1934","257.6285","306.2902","223.5427","348.3058","401.0265","266.3325","301.6224","249.9008"
"M416.1071T164.2","416.1071","164.188037","2277.821","1665.397","1535.682","1551.414","881.8996","1309.885","1707.17","1399.014","1267.68","1178.853","15646.47","13869.03","10564.72","8030.341","6301.962","11055.71","7701.785","11950.95","10851.01","7908.593"
"M416.1182T369.1","416.1182","369.090766","14015.07","10528.71","12817.73","12171.02","6679.387","8605.984","9925.057","10436.52","5272.103","5334.583","20534.31","17382.93","19398.17","19821.74","20322.35","11647.67","15095.04","11819.86","16320.55","15119.47"
"M416.1608T256.7","416.1608","256.733046","5935.441","4879.377","4302.824","4785.545","2513.818","1779.689","3029.844","3062.281","2317.084","2214.522","2025.261","973.9973","1508.67","1632.589","1443.063","1119.146","748.2648","981.1368","583.395","405.405"
"M416.1541T236.6","416.1541","236.632192","2513.914","2657.701","3055.266","3516.513","1221.973","1873.137","1999.27","1704.502","2060.49","749.2656","1238.768","820.7966","776.8879","1056.463","1029.175","4526.231","4571.625","4903.845","1560.559","1752.184"
"M416.158T319.1","416.158","319.088915","537.3107","353.2246","313.0447","516.3284","127.821","325.6735","181.4932","339.0761","225.5689","134.8075","3785.335","1912.883","3013.61","1861.501","2386.908","2930.342","2440.219","1574.016","1018.033","817.9872"
