"","mz","rt","pos-Exp1-Blatt_K-1_1-B,1_01_8080","pos-Exp1-Blatt_K-2_1-B,2_01_8082","pos-Exp1-Blatt_K-3_1-B,3_01_8084","pos-Exp1-Blatt_K-4_1-B,4_01_8086","pos-Exp1-Blatt_K-5_1-B,5_01_8088","pos-Exp2-Blatt_K-1_1-D,1_01_8091","pos-Exp2-Blatt_K-2_1-D,2_01_8093","pos-Exp2-Blatt_K-3_1-D,3_01_8095","pos-Exp1-Blatt_P-1_1-C,1_01_8081","pos-Exp1-Blatt_P-2_1-C,2_01_8083","pos-Exp1-Blatt_P-3_1-C,3_01_8085","pos-Exp1-Blatt_P-4_1-C,4_01_8087","pos-Exp1-Blatt_P-5_1-C,5_01_8089","pos-Exp2-Blatt_P-1_1-E,1_01_8092","pos-Exp2-Blatt_P-2_1-E,2_01_8094","pos-Exp2-Blatt_P-3_1-E,3_01_8096","pos-Exp2-Blatt_P-4_1-E,4_01_8099","pos-Exp2-Blatt_P-5_1-E,5_01_8100"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M346.0905T323.4","346.0905","323.397939","1272.1312","1068.1872","907.9705","766.5786","883.21392","419.2993","1302.57783","852.6816","4250.079","4668.559","2614.06336","3079.7952","2805.576","2390.60225","3705.00545","3787.6944","2286.88606","2548.77313"
"M346.118T235.1","346.118","235.085237","17123.1513","16591.0198","11336.3952","12606.744","10786.03214","6023.3507","7903.24263","7112.8476","13935.19","14284.58","11573.9184","9138.29498","8841.12636","5826.32103","4170.4175","5710.3866","5149.04112","6010.50375"
"M346.5783T265.6","346.5783","265.593935","3448.2952","2624.7648","2156.0757","2505.8363","1729.21869","2506.3368","2204.41234","1728.048","5192.854","4331.524","3798.32335","2279.4888","2147.4882","2723.62205","3974.81782","4393.7929","2193.24418","2516.07104"
"M347.1252T674.9","347.1252","674.892095","1194.1693","1004.6389","1115.376","976.5999","858.3528","936.9471","968.32326","637.5096","1156.911","1215.845","938.82991","562.122","580.0725","660.27789","886.77375","1061.1133","1018.76211","759.03726"
"M347.1306T153.2","347.1306","153.211146","7818.2496","6431.813","6075.8568","6224.3766","5172.13575","5278.5466","5844.55025","4982.9561","10797.74","10867.58","9502.89969","11578.12436","9715.79813","6245.9928","7854.06865","8095.087","8647.77466","7427.604"
"M347.1154T235","347.1154","234.976741","3322.3033","3436.4785","2264.1432","2427.9408","1757.7384","1576.0929","1457.33456","1790.8131","3132.059","3164.613","1467.30476","2277.10056","1703.028","1626.625","868.5642","1867.1987","1335.26707","1507.17233"
"M347.1305T178.6","347.1305","178.634126","1375.9385","1986.4311","1968.7596","1406.7912","946.91897","2910.0318","2181.93086","1421.9097","1594.299","2277.311","2788.41829","1501.90186","1885.5072","2653.651","3566.57228","2728.1808","1436.33088","1727.52874"
"M347.167T257.1","347.167","257.143164","69248.0208","60937.1534","41975.0217","41312.3568","53205.81933","36476.3447","54058.20072","48083.0708","57379.11","39127.14","39411.42425","35569.39844","35844.33637","42059.4365","33000.0456","45402.3441","45241.08252","58069.4319"
"M348.0703T187.6","348.0703","187.599712","1230.1215","839.1926","799.6392","709.4887","852.11018","801.3072","817.02","410.9952","1063.032","880.7972","845.92952","738.42277","998.2873","726.70526","812.64067","991.8867","645.91074","910.54221"
"M348.1704T257.1","348.1704","257.143164","11263.0862","9706.4567","6514.4701","6741.5507","8414.47286","5913.2445","8907.51209","7704.7357","9035.252","6644.721","6152.39143","5362.62","5584.04773","6633.71967","5673.5352","7029.1976","6753.591","8890.38775"
"M348.8638T25.2","348.8638","25.227331","326.4603","297.8631","423.4011","550.9906","363.40571","544.1764","612.47016","573.5373","1290.279","1310.496","975.24","603.93184","841.27253","1043.28659","1001.9403","1624.8658","1124.97012","1645.90617"
"M349.053T240.6","349.053","240.645984","6447.2937","3890.8461","2704.7163","2858.4291","2502.6672","3648.9873","2756.2032","2775.9255","9691.414","7811.825","4114.64117","3590.80588","4196.08437","5971.65965","6881.39613","7764.2086","5165.4624","6548.59122"
"M349.1492T200","349.1492","200.012658","6142.748","1255.8757","833.9286","828.8043","1344.88387","786.0857","1103.8796","831.4155","5087.734","3493.796","2757.96857","1093.62853","2400.05577","501.96767","521.29948","1320.1949","1170.45201","1236.56867"
"M349.1664T257.1","349.1664","257.149635","2022.7822","2152.4407","991.1484","1524.8262","1299.0941","1081.1709","1572.95932","1451.2974","1743.519","1177.47","1186.49663","909.79013","1073.76615","1248.94553","1231.2054","1329.3492","1529.77248","2082.70572"
"M349.1973T621.5","349.1973","621.504403","2250.7546","1153.5764","956.4025","1278.1858","1338.19429","807.2306","1360.21943","1294.3697","3331.997","2244.691","2905.9896","2060.24464","2334.15109","2194.7544","1917.62053","2196.3628","1531.46348","2157.0613"
"M349.23T23.4","349.23","23.418305","1515.086","1984.478","1263.4775","965.9998","1967.29474","1475.6234","1130.74324","1750.1705","169.1207","36.35929","223.19178","190.19109","207.84526","398.95143","383.88481","285.2866","367.75314","174.09893"
"M349.4874T216.4","349.4874","216.356444","1328.2322","1521.9846","1079.5336","1249.8106","1254.53217","1320.9527","1074.27982","1186.0369","1102.473","1087.372","680.64799","759.99337","703.97047","618.9393","1080.864","783.0179","834.84381","911.65402"
"M350.0918T235","350.0918","235.03438","2810.5437","2544.3672","1280.9207","1746.5613","1889.5104","542.2219","928.60877","452.7857","1948.529","2130.795","1493.7421","1745.1987","1552.02856","565.8588","1237.18226","529.7568","678.34433","822.06821"
"M350.0883T288.3","350.0883","288.323581","4019.87","3792.2931","3507.8747","4243.239","3132.8376","3698.868","3605.8824","3452.6748","6535.77","6724.459","4669.7","3578.76145","4318.0983","3569.47397","5229.18","6430.9967","3256.44522","4027.48747"
"M351.1046T201.8","351.1046","201.76366","2482.5063","2197.9215","1239.6576","1521.6636","1882.26296","1457.7722","3533.3535","2534.2784","1406.124","1220.662","1120.45043","1906.8576","1327.03629","1652.988","1081.08321","1469.1304","2089.93886","1807.95714"
"M351.1034T53.5","351.1034","53.506164","6182.8245","5864.4493","3531.8232","3364.356","3317.9393","3312.9087","4205.62241","4091.9856","3984.901","3471.795","2091.51764","2849.12069","2569.39642","3879.00776","3720.22256","3472.2658","2796.57719","5010.11901"
"M351.103T177.7","351.103","177.653889","1166.0631","815.5603","716.987","665.6411","627.57214","676.7983","885.23977","680.0296","1518.107","1448.951","932.412","971.6096","1003.75377","583.72875","742.67708","553.9401","893.24797","1126.82047"
"M351.981T24.6","351.981","24.559793","866.812","937.3539","946.893","1013.6964","921.99185","793.793","1051.53872","731.9877","651.7811","751.3263","749.8485","703.95139","334.24716","985.34362","615.03301","587.3155","1019.60625","867.51673"
"M352.0702T286.7","352.0702","286.694047","4894.5296","3921.4056","3760.3392","4143.569","4448.556","4525.8091","4033.34374","3548.5032","4168.515","4254.28","4199.74422","3643.86966","3826.0584","4778.82","4683.86158","4125.2198","4591.19007","4937.78743"
"M353.1455T60.1","353.1455","60.104299","10875.5163","6657.21","5081.348","6333.9426","1718.22259","9524.1568","17225.04443","5176.4012","41845.56","28437.53","24447.01476","17782.3819","27636.13707","7552.40947","12372.81675","6595.0407","5407.7734","2754.73439"
"M353.1487T225.4","353.1487","225.414367","3968.2844","3321.162","1535.8119","1777.7327","3662.54047","2644.708","3112.488","3387.4112","3519.286","2285.672","2800.8204","1402.788","1831.3074","2226.86351","1271.397","2538.0288","2290.4976","3657.993"
"M353.1334T216","353.1334","216.017107","2976.6119","3580.1682","3821.9159","3191.945","2757.204","3434.6694","3680.6088","3088.6182","840.3285","1373.867","932.91138","1521.34629","1246.55376","1990.58302","2224.63531","1766.0473","1918.83365","1588.61239"
"M353.1347T201.6","353.1347","201.577571","3373.594","4144.7092","4125.7588","2934.656","3397.37053","4564.8236","4392.8448","2714.6333","1070.189","1282.769","1492.37727","1332.84764","1066.8528","1954.2288","1978.9596","1687.5138","2295.28431","1165.932"
"M353.1701T282","353.1701","281.984232","10209.4944","9019.9529","6332.0269","5853.7639","6831.90303","7489.8221","9089.5992","9152.143","4000.871","3670.301","3411.22743","3810.7128","3926.8321","4424.13891","4860.95425","4295.4679","5528.32046","4036.8936"
"M353.1946T230.4","353.1946","230.354403","1075.3652","757.7873","805.3909","787.4848","924.51744","1009.4736","552.97616","999.4656","826.4201","1258.157","895.80079","400.6536","910.17608","766.31734","823.6584","949.526","1348.7448","1103.74728"
"M353.2682T594.8","353.2682","594.751996","968.3559","574.8913","563.7357","463.9979","289.50693","459.7795","627.78143","744.2368","2075.659","2889.847","1433.70068","907.57333","1216.535","750.66429","1429.476","1159.5936","1338.3029","1277.3544"
"M353.6471T60","353.6471","59.984523","3417.7459","1981.9421","1157.0271","1142.854","686.09178","2535.4101","5106.49904","1612.1078","13260.22","9654.44","6852.95991","5364.33382","8148.50926","2130.7032","3720.97632","2150.535","1767.03586","859.71812"
"M353.6508T225.5","353.6508","225.456991","1428.6893","1411.7902","1166.1701","1025.3187","1033.1592","642.0113","1191.52367","1086.926","954.1055","1040.662","1202.4746","759.24333","939.89205","752.752","798.6384","714.0235","786.41305","1487.1888"
"M354.1179T244","354.1179","244.041364","4330.924","4615.6649","5154.8846","3930.1416","3286.34571","4255.4408","4965.4734","3348.5332","6084.191","5934.483","5112.4095","4761.73214","4805.508","4059.27621","5078.7264","4568.3444","5350.345","4643.3784"
"M354.1191T229.1","354.1191","229.083154","4275.2647","4448.0215","4799.4444","3160.1928","2579.00082","4136.9736","4586.09968","3006.7368","5229.825","5042.371","3943.83146","4086.4014","4619.6928","4110.13127","3929.808","4034.4174","5092.55242","4478.18337"
"M354.594T323.4","354.594","323.403924","3099.144","1665.2698","1427.3547","801.4005","791.9664","1406.3476","1101.98118","745.9296","6773.574","5822.324","5152.12798","4286.76","4104.94391","2482.88621","3863.06028","4741.4568","4151.55909","4602.26018"
"M355.1167T354.1","355.1167","354.097744","4090.9368","3444.0864","2270.3181","2618.8032","2269.95357","2195.5906","2226.64662","2570.7147","5849.3","4885.225","3942.08018","3627.81418","3875.09929","3716.21441","3789.03786","3553.4648","3914.21077","4222.81333"
"M355.1109T163.1","355.1109","163.147149","1948.3283","1825.1256","1479.8496","1373.7648","1023.73834","1546.0522","1943.22","1501.6375","2614.757","2164.063","2129.38331","1434.9654","1558.2456","1447.22354","1708.49919","1929.3665","1893.8472","1878.8749"
"M355.1753T229.1","355.1753","229.086308","2399.4106","2508.954","1502.036","1544.1785","1574.42495","1889.298","2411.8908","1996.3198","3752.351","3902.453","3153.18706","2937.6","3221.63236","2072.72409","2098.24624","1842.8216","2668.30427","2711.91738"
"M356.1191T196.4","356.1191","196.395808","11398.8181","10057.3293","6641.1611","8185.6415","7119.50038","7454.5089","10322.2512","6654.2828","8431.371","8657.163","7103.29022","8553.47775","8193.7767","8808.27346","8629.11257","8904.9702","10248.5673","8055.60517"
"M356.121T353.9","356.121","353.9215","693.1317","567.9505","638.8962","650.52","420.0024","453.8215","613.54847","497.3976","1300.494","965.621","911.24367","896.7168","714.83337","722.44911","913.3968","989.0304","965.29767","1143.36043"
"M357.0977T323.4","357.0977","323.447785","2237.524","1218.7165","1178.5107","1105.0275","565.33235","878.0352","993.96545","686.8824","5065.285","5726.174","2555.41968","3530.4888","3356.39571","1632.98386","3451.20583","4196.5164","2213.94038","2526.60682"
"M357.1156T249.3","357.1156","249.322177","3007.7376","2766.0198","1858.4558","2450.3781","1828.4616","2291.6357","2323.85832","2557.7112","5806.279","8477.447","5942.76737","5154.27426","6350.55188","3959.18877","2556.96264","4248.1021","4445.5536","5197.27507"
"M357.1053T185.1","357.1053","185.060848","4861.5062","4339.058","3709.076","3651.9192","2912.80418","3751.3749","4643.04557","3417.3193","2407.848","2922.294","2328.36048","2359.18864","2076.14837","2041.70633","3047.697","2452.3128","1419.20372","2026.94902"
"M357.1239T196.3","357.1239","196.313897","1478.665","1188.6168","944.0777","1278.1311","957.8912","1500.0572","1009.90279","1256.1229","838.4053","1647.785","1706.6976","1676.15156","1859.01338","1583.81018","1440.66348","1130.6434","1648.452","1372.35657"
"M357.1397T298","357.1397","298.036429","645.7885","721.9787","513.5562","541.0992","376.93232","325.5936","465.41605","417.7067","727.7452","1762.075","1869.68178","1201.85469","1416.91503","988.884","1138.12503","665.2839","819.48533","881.79808"
"M357.1859T244.4","357.1859","244.379882","708.7402","1357.9329","630.1704","1047.8376","508.26202","615.0618","605.98348","1050.8607","859.1388","944.8273","455.49","548.274","468.3744","395.316","536.69344","980.658","468.91875","349.23088"
"M358.0897T346.8","358.0897","346.767149","2797.979","2683.4895","2257.3068","2379.898","1515.8784","736.2552","1500.5328","2471.8445","6584.742","5715.964","7360.25357","5026.74077","3674.57078","3207.8976","3451.21813","4312.6881","3998.47258","4883.3014"
"M358.0983T37.5","358.0983","37.526483","1778.0256","1610.8525","2015.4048","2420.8976","2314.06539","1645.3152","1751.83862","1958.9783","9114.667","10345.6","8242.82489","9241.1164","8165.19888","6030.14469","7403.48935","7135.3823","7056.38267","9479.00186"
"M358.0951T290.8","358.0951","290.841776","2010.9623","1006.8591","1318.2555","1449.4039","1008.4728","1267.1394","1147.13577","1004.136","3792.365","5842.053","5959.764","1480.74","5730.2472","1819.788","1682.65588","2738.5967","2122.2726","2387.9088"
"M358.1122T286.3","358.1122","286.332523","7512.2116","6288.795","5862.1249","5934.4104","4082.856","7043.7336","6233.67765","5639.508","5972.555","5961.919","6133.86157","5127.05361","6013.63159","5844.07544","5903.08745","6330.0078","5415.21327","5367.46252"
"M358.1455T200.2","358.1455","200.199049","5315.4824","2492.1563","2441.8863","3868.4256","1649.58807","3000.4995","2739.68226","2052.4469","5202.826","4408.524","2846.03143","2094.87268","2143.0464","2717.40471","3305.91376","3041.4905","2432.58739","2556.88767"
"M358.1651T594.6","358.1651","594.570343","3724.3104","2416.0114","2776.1533","1964.802","2491.46356","2705.6832","2626.86224","5583.7968","10044.03","15185.11","8142.83305","5015.98135","6356.56822","4220.216","7706.25914","6114.0118","7634.15765","6410.7912"
"M358.6668T594.7","358.6668","594.680603","1295.9354","952.1996","1228.9824","927.7416","750.45789","1155.6849","1083.77779","2025.4257","3337.122","5486.449","2902.1112","1931.36828","2048.44044","1732.98939","2590.5258","1746.5613","2168.0664","2257.3141"
"M359.0912T376.9","359.0912","376.883613","2396.0885","1540.0993","2363.3138","2433.0973","2377.76157","2668.375","2243.03537","2212.0026","2334.446","1923.039","2630.31742","2171.58837","2821.36278","2254.18766","1108.1286","2317.2308","2541.22162","2284.4928"
"M359.1016T37.5","359.1016","37.494805","576.6724","493.8011","677.8785","555.5263","578.88173","510.57","604.89998","595.6835","1215.491","1605.667","1270.47464","1204.07379","1174.3456","1061.00513","1269.43361","1009.012","1279.82898","1593.25038"
"M359.1299T291.2","359.1299","291.184231","14393.6989","8071.5983","5235.3295","4973.2519","5215.92878","2793.2364","3961.5","2890.9776","21958.17","42955.44","40264.5192","7998.993","36739.703","6109.7058","10320.38937","15213.6832","12571.0488","25237.39675"
"M359.1682T231.4","359.1682","231.370436","1353.1752","1682.2447","1332.0648","900.0528","1242.07813","1491.5256","1473.26226","1095.4666","1343.607","1531.001","1356.21237","970.6305","1035.07214","1212.19857","656.91923","760.0384","1751.31835","1539.00013"
"M360.0603T285.2","360.0603","285.209421","63471.0063","60389.7401","59226.3432","58841.0772","58285.80398","58071.7165","54815.8176","52474.7099","66358.75","59925.52","62770.82753","62237.40275","63581.57178","63172.95646","57835.37363","58827.024","67169.7507","64781.66138"
"M360.0602T358.2","360.0602","358.166582","2769.9803","2820.4131","1836.1344","1918.0479","1589.47264","2452.1023","2335.39132","1631.2498","3970.127","4181.342","2522.28866","1428.15818","2234.4528","2769.8808","3154.25957","3249.0642","2252.1143","3375.3648"
"M360.1319T291.5","360.1319","291.522616","2501.3402","1166.2815","1590.0924","2056.439","647.91577","2093.1047","1642.46175","468.6553","3020.414","6902.442","5813.9808","1425.64613","5931.11404","2618.46563","1223.56564","2005.6032","1820.98144","3857.0832"
"M360.5617T285.2","360.5617","285.150197","20719.5624","20619.78","19925.2066","19612.2424","19654.96577","20447.6415","19144.4502","18274.818","22425.8","21039.92","22244.33742","20243.592","21365.14495","21224.9664","20499.48684","19350.975","22541.00774","22015.98472"
"M361.0628T285.1","361.0628","285.094317","7069.756","5724.9096","5801.304","5840.945","5839.41729","6006.7891","5772.948","5814.912","6582.888","6047.209","6066.1824","6722.37583","6344.86123","6501.88475","6601.59905","6104.5178","7264.90912","7223.306"
"M361.0842T235.1","361.0842","235.085237","6874.4167","6331.5664","4994.6592","5375.6304","5192.03929","3064.2359","3665.94379","2947.0151","6199.128","5238.756","4084.2432","4670.46313","4815.8496","2439.70103","1781.88578","2736.0825","2437.30636","2725.8456"
"M361.0986T169.2","361.0986","169.247921","1064.6184","1417.054","1102.0531","1256.4558","1209.72819","698.4939","1218.14885","1135.3702","1334.193","1716.372","2215.915","1540.74952","1555.44963","1297.60374","867.30159","1096.2992","1348.71435","979.04646"
"M361.1034T241.7","361.1034","241.698254","2132.8127","1229.3894","1369.2392","1916.8767","1269.53888","1224.0943","1388.73564","1216.8695","3839.442","2875.386","2309.68587","2598.07629","1675.0056","1746.89495","2099.3448","1626.9672","1589.08721","1533.7476"
"M361.1454T227.8","361.1454","227.771735","2649.7848","2723.3063","2032.8134","2050.9728","2352.76989","1358.6228","2503.61468","2656.6261","2426.962","1773.084","2061.77586","1307.73111","1349.68167","1872.97075","1349.53974","2387.5994","2003.76572","3362.57038"
"M361.1852T427.3","361.1852","427.26841","7970.487","7888.4052","6981.2472","8068.6096","5870.27635","4099.4698","2970.70852","3546.1874","5110.484","5868.3","3566.563","5268.13281","4458.2304","2251.4739","2799.3552","5075.3904","2127.36626","2076.66"
"M361.218T368.8","361.218","368.779525","2184.1817","2079.5294","2110.35","2060.3329","1968.43742","1481.0064","2066.81361","2138.4948","2158.974","2039.814","2130.85928","2014.41098","2102.3472","1883.81356","1907.54352","1234.9312","1993.45917","2064.82688"
"M361.2324T804.5","361.2324","804.518502","872.3239","562.116","485.7372","603.5827","619.9765","671.5368","814.06512","649.7479","3602.734","3821.141","1473.1776","1238.88209","1109.52626","1202.9616","1422.54692","1700.6928","1228.84096","1901.65029"
"M362.1875T427.2","362.1875","427.152181","1391.4456","1563.4426","647.3209","1438.2857","1290.90026","738.3267","600.48","745.3329","906.9024","1153.031","790.40774","1053.1752","646.23163","487.86171","775.91368","750.474","609.54489","335.56807"
"M362.215T168.1","362.215","168.052986","1287.8667","1030.1319","1314.3655","1041.0291","594.1416","1001.3471","661.78376","1115.2909","1908.859","805.644","232.8528","555.17696","667.97165","952.73029","865.02446","511.1671","777.50874","1995.41113"
"M362.8803T25.2","362.8803","25.231783","750.4604","335.2479","387.0333","780.1253","685.43188","769.4353","859.42122","688.6046","2603.633","2611.862","1653.84714","1453.56369","1941.36388","1384.49533","1656.82179","1616.8734","1754.42912","1882.9426"
"M363.0685T285.8","363.0685","285.793336","296642.7384","278269.5432","258868.9296","265790.6583","257930.292","272269.0581","257930.11114","243925.1801","306416.6","286387.9","288213.33133","281332.9299","286984.34236","284387.19048","283327.28838","281050.978","285067.89467","287175.71143"
"M363.1044T371.5","363.1044","371.505705","19185.8586","16371.7148","12269.0879","14547.7049","12830.12743","13173.1968","15096.00259","12983.1828","21118.68","20839.37","17087.6592","19010.39638","19786.8168","17451.96901","18570.96343","18098.7103","19902.96056","16969.93132"
"M363.1399T257.1","363.1399","257.103478","3957.5126","3708.9091","2882.1214","2720.9528","3052.6292","2057.7565","3224.04062","3188.7416","3076.218","1895.488","2596.58841","2306.5104","2462.60057","2819.5872","2232.7848","2938.5618","2979.82815","2837.16741"
"M363.1435T190.7","363.1435","190.658294","1839.7855","1756.404","977.3128","1168.3723","956.64189","1137.7522","1722.29098","957.5933","2784.448","3033.97","2628.58615","3082.11522","2647.99966","1930.02688","1754.29182","1691.8018","2585.14167","2626.6896"
"M363.1608T145.7","363.1608","145.680576","971.8739","971.8918","885.3945","496.0162","674.0235","636.8424","631.67606","744.4161","1200.199","899.052","645.23515","744.5952","516.99545","794.51589","649.5723","611.8748","511.52377","2045.3016"
"M363.3099T825.8","363.3099","825.798901","2227.1136","2169.2069","2159.079","1983.252","2128.7016","1895.8749","1490.98533","1733.3524","1913.108","2343.874","2237.12625","2036.52415","1891.612","1712.25514","2053.6416","2177.5038","1818.28938","1991.51421"
"M364.0714T285.8","364.0714","285.774867","48813.2257","48563.796","43767.1888","43844.9567","41340.3792","44482.2765","41921.21288","41918.3447","50021.02","47649.98","46046.1408","46104.62435","47774.90594","47479.25904","48600.61375","46805.4843","47437.28745","47501.7505"
"M364.0852T130.9","364.0852","130.852025","19886.644","16436.6406","11848.5268","14646.0531","11663.94024","13337.6015","17115.5777","12755.8182","13534.02","12931.29","10986.95602","14083.02318","13221.70765","13949.42989","14253.06871","14788.7379","13799.976","11422.08355"
"M364.1074T371.4","364.1074","371.422247","3052.8071","2886.8442","2124.4557","2279.9801","1789.0968","2426.7497","2748.06912","2447.4488","3307.788","3614.797","2647.116","3085.91035","3063.9792","2704.67536","3541.0728","3377.8524","3033.53105","2522.448"
"M364.8798T25.2","364.8798","25.193596","223.2219","287.8839","263.9963","192.763","268.66875","303.6352","281.61326","183.8522","785.7811","701.2088","267.50345","320.3232","443.77667","361.02878","587.86567","495.9525","374.23464","537.07185"
"M365.0686T285.6","365.0686","285.553753","10731.8125","9762.2243","9954.268","9913.9979","8977.68056","8975.9169","9030.8856","8883.2129","11232.09","10614.71","10255.72186","10698.34934","10095.89394","8998.86","10479.18683","9978.73","10792.6272","10152.55455"
"M365.0846T246.8","365.0846","246.807141","1989.7787","2039.964","1667.4691","1154.684","1173.81588","1456.7887","2082.74733","1420.2696","1299.145","1157.926","701.47067","576.06625","858.75355","1009.58707","853.6824","821.7159","1481.61137","1050.00234"
"M365.1203T181.1","365.1203","181.144072","2589.4049","685.3287","810.1322","1044.2463","838.46245","1268.5797","1885.44485","1259.5288","12920.66","11058.05","37595.45354","9304.632","8820.66053","5454.31627","7426.83975","7911.9807","3300.16349","10270.68638"
"M365.1541T447.5","365.1541","447.536964","2252.1","1108.8247","1726.0232","1426.9804","1665.07227","1513.0056","654.5232","1080.106","3227.65","4351.137","3590.2032","6120.93879","4914.3999","1634.40776","2921.8356","3216.5131","2867.22979","2541.60537"
"M365.2761T507.6","365.2761","507.590516","2642.6394","861.2691","1312.4808","1192.62","1442.2707","1461.3818","687.28871","1044.1308","1577.576","1502.294","2242.29115","1886.508","2066.15782","1360.29105","953.0952","1187.3948","3765.8045","1510.96091"
"M365.6564T447.4","365.6564","447.404016","646.5852","278.8896","555.6203","332.5448","369.46125","363.3312","136.45684","394.4404","1222.448","1568.351","1277.3544","2296.836","1544.0299","589.9296","792.82368","1086.2016","1010.27057","701.5608"
"M366.0984T323.2","366.0984","323.215156","1257.6399","585.585","702.228","728.364","542.71297","710.8306","702.4212","568.9017","2522.271","2362.251","1925.924","1331.5815","957.432","1391.64013","1076.02826","1728.4043","1352.27927","1519.2747"
"M366.1232T181","366.1232","180.999516","573.0163","442.1037","315.1326","359.9885","245.8632","378.9337","513.93161","315.6155","2181.41","1835.213","6317.68445","1648.3545","1304.24567","765.93465","1446.4896","1314.4549","671.26674","1849.77587"
"M367.1596T200","367.1596","200.03489","21944.0243","4181.3848","2616.6341","2757.204","3880.13214","2132.1294","2481.984","1802.9782","16206.27","11429.47","9144.84158","3082.38237","9004.82587","2664.06217","3038.95797","3799.0368","3326.24125","6315.66085"
"M369.0275T532.6","369.0275","532.606766","690.8079","350.406","368.5866","612.3624","528.363","608.418","310.2015","512.1988","453.2883","812.8688","503.57216","549.711","460.296","594.28732","699.5592","330.2327","533.30647","429.96491"
"M369.1169T343.8","369.1169","343.846685","8976.9227","7222.4971","5430.3408","4730.7816","5352.10842","4651.0163","5315.11925","5149.1386","17757.05","23127.15","22005.23775","11378.58067","11013.1368","7190.96527","8318.94965","7710.6414","7847.65098","11591.5991"
