"","mz","rt","neg_Exp1-K1_2-C,1_01_7421.d","neg_Exp1-K2_2-C,3_01_7423.d","neg_Exp1-K3_2-C,5_01_7425.d","neg_Exp1-K4_2-C,7_01_7427.d","neg_Exp1-K5_2-D,1_01_7429.d","neg_Exp2-K1_2-E,1_01_7432.d","neg_Exp2-K2_2-E,3_01_7434.d","neg_Exp2-K2_2-E,3_01_7438.d","neg_Exp2-K3_2-E,5_01_7436.d","neg_Exp2-K3_2-E,5_01_7440.d","neg_Exp1-P1_2-C,2_01_7422.d","neg_Exp1-P2_2-C,4_01_7424.d","neg_Exp1-P3_2-C,6_01_7426.d","neg_Exp1-P4_2-C,8_01_7428.d","neg_Exp1-P5_2-D,2_01_7430.d","neg_Exp2-P1_2-E,2_01_7433.d","neg_Exp2-P2_2-E,4_01_7435.d","neg_Exp2-P3_2-E,6_01_7437.d","neg_Exp2-P4_2-E,7_01_7439.d","neg_Exp2-P5_2-E,8_01_7441.d"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M364.8438T26.3","364.8438","26.26623","15635.01","17193.55","15732.52","17182.37","8969.535","16212.19","14674.33","14590.43","16132.95","16740.65","4173.195","3862.852","3388.992","3851.6","4835.443","5639.186","4478.164","5275.362","3889.304","989.7372"
"M365.08T402.2","365.07996","402.1897","1726.149","1061.182","828.5382","779.4897","299.2056","515.9466","1049.701","800.9736","542.8566","601.7468","3467.071","1113.473","1544.276","1434.287","801.1555","927.9914","1007.6211","1225.313","1186.364","1283.593"
"M365.1449T210.9","365.14486","210.85354","47321.07","44076.42","45798.15","43895.88","21797.95","39641.52","38300.98","38942.5","30508.9","29134.92","64550.15","42973.38","56500.35","48801.1","43853.2","53381.23","48669.3084","47695.09","47080.63","33288.65"
"M365.1439T238","365.1439","238.02074","2576.841","1064.304","2189.886","2075.344","869.8145","1762.454","1372.369","1271.289","1264.418","1256.594","750.2625","721.9193","603.7017","1178.606","720.6366","1584.173","1643.8198","2204.83","1897.949","1185.295"
"M366.0515T37.5","366.05147","37.52304","1575.783","1475.957","1739.792","1693.513","1084.412","2198.525","2263.123","2065.87","1693.709","1874.753","1361.129","1184.592","1569.589","1075.924","1182.362","1470.934","1387.9834","1197.603","1433.843","874.8897"
"M366.1477T210.8","366.14772","210.82148","7603.257","7122.463","7277.395","7349.238","3499.254","6536.947","6387.221","6735.59","4972.406","5049.091","10637.07","6986.926","8000.434","8382.89","7577.437","9055.081","8053.1469","8150.232","7804.555","5378.484"
"M366.8419T26.2","366.84186","26.23147","3843.625","4045.348","3725.661","4167.457","2273.082","4252.417","3270.71","3517.606","3083.367","3806.817","1060.713","892.2944","749.0923","1071.796","889.1077","1396.936","923.7324","1338.49","991.0856","344.126"
"M367.0653T167.9","367.06531","167.90398","36212.03","37930.53","35425.89","36872.97","24122.61","40724.91","40955.37","39320.52","39484.63","38679.33","8312.198","5263.64","11684.81","4950.065","4258.269","26113.99","23414.2398","19105.06","20107.37","13495.05"
"M367.0654T68.4","367.06539","68.4373","11846.68","10551.88","10065.88","8912.476","5079.468","7662.849","7999.086","8193.677","6716.371","5584.154","14875.84","11198.58","12912","18867.5","9809.569","17296.64","13028.7439","21123.75","14256.77","12461.11"
"M367.0822T57.5","367.0822","57.46571","44641.99","41252.78","37195.17","37232.98","14496.06","33580.5","32471.86","33155.17","28207.05","28944.98","16616.18","8158.973","9982.502","14293.29","8272.757","16495.03","9638.5019","13327.61","8714.502","5399.644"
"M367.1017T198.7","367.10167","198.66423","1084.75","661.7196","887.8442","1122.729","376.1162","716.7892","707.1838","905.0943","602.1861","481.8267","737.3685","1066.88","984.2765","604.7876","1007.648","692.3271","999.3842","540.6035","653.6548","500.9671"
"M367.1504T356.3","367.15042","356.27566","13529.92","12106.7","10370.57","9988.72","364.9584","8244.33","5591.84","6100.364","12105.05","11785.83","10858.3","5695.147","6606.635","7691.988","3570.023","3904.717","3481.005","3477.608","6096.161","2988.853"
"M367.1603T120.9","367.16031","120.87295","20638.41","15412.64","17070.9","18199.85","5516.533","16739.81","26909.69","27977.67","11693.15","11655.02","54902.21","25750.74","37852.21","32598.07","33907.22","13560.09","14078.3762","12619.34","11882.9","9400.352"
"M367.1595T202.2","367.15954","202.18122","1686.203","1854.742","1971.652","1043.855","679.3395","2181.128","3092.128","2762.079","1544.818","1429.576","5991.191","3196.505","4194.245","3532.805","4274.254","2003.214","2065.5719","1996.885","1734.203","1064.244"
"M367.1831T216.5","367.18308","216.51405","8882.775","5249.416","7265.222","7467.143","1697.946","4973.642","5779.727","5810.434","3165.392","3341.723","3707.733","1293.135","2562.927","2640.438","2407.926","2446.642","2579.1375","1713.804","2274.912","1823.368"
"M368.0844T57.4","368.08437","57.36299","7156.412","6384.51","5837.343","6775.607","2595.025","5073.797","5061.199","5869.248","4758.701","5082.354","1555.18","1760.062","2095.107","2691.954","1905.703","2443.693","1992.1973","2595.222","2024.821","1433.791"
"M368.1844T216.3","368.18436","216.27836","1268.599","981.1427","1246.529","1318.032","340.7162","668.3841","865.4325","890","615.3914","354.1011","875.761","294.0909","527.1629","538.6759","508.157","466.7827","506.2392","292.9947","411.7737","415.9204"
"M369.0163T153.6","369.01629","153.6277","1652.114","1770.7","1175.353","1608.939","446.9738","1486.007","1392.146","1351.654","1029.205","1145.005","4282.848","3775.321","4856.589","3797.104","3451.392","2356.37","3347.5464","3826.074","3043.732","3284.625"
"M369.0844T273.7","369.08442","273.72173","1779.783","2561.32","1620.783","2023.405","1064.372","1646.106","1513.999","1882.39","1493.394","1567.469","6426.652","4055.21","4780.951","1441.865","4326.357","5602.418","9603.5657","8368.253","7590.021","8178.07"
"M369.0822T196.1","369.08218","196.09114","2468.901","1673.553","1494.26","1918.417","495.0533","710.687","1040.297","1897.331","778.9221","905.8132","17124.79","4985.466","3992.423","4943.796","3695.976","5272.363","7074.384","11074.36","4606.35","5024.386"
"M369.1184T246.9","369.11838","246.91768","5393.669","5766.684","5986.71","6510.011","4508.902","6356.571","8174.979","8766.505","4504.732","4585.515","884.6871","772.1272","1320.681","1875.986","2024.829","3240.865","2316.2567","2176.234","2084.822","992.1686"
"M369.174T256.1","369.17403","256.11017","5190.5","4511.692","4485.679","4546.339","3043.614","3256.962","4576.693","5088.906","3407.575","3603.721","3041.39","1123.423","1339.167","1566.273","1420.284","2452.442","1462.5024","2048.076","1659.394","1570.53"
"M369.1661T340.3","369.16607","340.28118","53759.72","41480.58","56812.38","89723.83","1584.982","86039.31","28507.8","28256.43","24680.79","23721.02","20549.8","9735.866","21861.47","22063.94","8833.007","31213.91","23554.6368","11589.79","13845.38","8497.53"
"M369.3008T886.5","369.30075","886.47961","976.4472","924.4056","854.3496","885.0408","312.5832","737.9232","689.2176","721.7244","602.8152","522.4176","5758.17","3157.093","4916.77","3018.586","2578.956","2944.508","2687.7677","2814.583","7962.387","9549.394"
"M370.1217T246.6","370.12168","246.64474","1080.432","1066.572","538.4871","1038.55","1178.236","1417.003","1400.973","1698.594","667.6667","843.7631","541.7208","366.8133","557.3342","512.487","542","493.2761","475.9521","642.9373","539.8428","481.8695"
"M370.1695T340.2","370.16953","340.204","8480.124","6813.983","9170.5","14582.1","325.1764","14266.13","4567.283","4565.127","3970.024","3759.706","3661.614","1045.189","3066.71","3053.198","903.6734","5484.623","4240.3621","1696.927","2020.521","985.5794"
"M371.0578T70.8","371.05778","70.84344","24140.73","21485.35","21063.2","22940.92","15295.6","29683.56","29471.64","28342.15","27375.82","27500.82","5722.036","4338.958","4488.243","1076.498","2564.708","16743.63","15481.0525","11581.77","14133.1","8751.36"
"M371.0977T238.6","371.09766","238.64287","38134.71","55251.77","52120.48","46670.71","25539.22","38612.52","40512.93","41900.63","45277.93","44683.2","5566.226","7563.272","4787.203","9414.474","5010.843","38181.13","31191.9923","40609.87","29957.48","23209.4"
"M371.0978T204.2","371.09784","204.20842","10255.98","9619.092","7992.306","8589.444","3328.396","6155.725","6678.075","6998.04","5352.863","4879.276","6993.857","3341.502","4683.639","5490.909","4281.728","5297.245","5145.5964","5347.892","3998.142","2689.124"
"M371.1118T353.1","371.11177","353.1202","4647.525","5173.686","4991.586","3641.941","2288.22","2339.71","3719.689","3242.287","747.04","383.7434","7126.159","3386.772","3691.398","2626.312","3406.525","3410.604","3703.2957","3546.371","4722.36","4134.346"
"M371.1118T304.7","371.11176","304.67368","1340.967","1756.025","2388.738","1858.262","1246.439","1463.626","1733.251","1488.857","380.2014","442.7419","3206.795","2373.913","3324.898","2517.65","2565.757","2510.838","1738.202","2127.048","2952.556","2238.45"
"M371.1716T340.4","371.17155","340.4262","1184.672","1099.98","1542.297","2412.476","136.0721","2329.498","632.7053","681.6485","805.4702","654.994","780.4134","340.8472","557.5284","805.8036","408.2162","523.9509","870.6379","477.2008","465.0384","476.338"
"M372.0721T147.3","372.0721","147.27094","9407.983","8740.402","8916.122","9267.076","6308.145","9441.834","9288.777","9071.544","8384.483","9571.018","7294.354","5221.833","6301.149","3751.979","4881.784","7805.901","6569.7278","7318.433","7797.763","7875.816"
"M372.1008T238.6","372.10077","238.64327","7002.739","9601.419","9359.132","8962.63","4077.895","6668.241","7475.652","7464.32","8711.911","8013.004","1288.658","1312.179","1098.718","1709.365","1295.268","5561.779","5473.6667","7104.236","5233.276","3653.487"
"M373.0778T157.7","373.07781","157.66701","8894.059","6547.027","7428.423","7825.643","1704.258","5674.145","6573.019","6662.331","4011.152","4760.663","18915.02","9412.215","11555.79","8554.314","10231.92","6478.849","8104.3357","6118.39","8215.384","7184.103"
"M373.1112T164","373.11118","164.00405","9656.685","9273.037","9664.11","8910.64","5984.494","7725.211","8105.179","7743.879","7833.248","7028.007","24971.99","27326.23","23221.87","21053.82","20414.01","22205.02","18695.6377","24893.31","24147.26","20796.06"
"M374.115T164.5","374.11505","164.4997","1109.154","1167.878","1852.342","1656.936","1057.862","1476.738","1617.05","1749.41","1349.472","1149.189","3229.465","3635.72","3591.063","3417.928","3112.089","3542.495","3149.4691","3565.685","3960.465","3156.129"
"M374.2449T560.8","374.24487","560.77029","23033.01","18846.59","19132.04","11009.39","6336.267","8535.416","8521.17","8826.75","3013.492","3403.814","36682.89","22405.85","27367.76","30595.95","31513.67","7939.232","7384.2502","8749.061","7993.395","4954.978"
"M375.095T182.7","375.09497","182.70416","2280.336","1988.875","1079.238","1764.401","893.8383","1505.407","1121.942","2031.087","1586.678","1079.276","1639.003","990.4584","2175.249","704.8062","1892.946","1331.466","1210.8319","1031.323","1699.64","1226.999"
"M375.0906T157.9","375.09057","157.9198","1976.358","1494.523","1425.229","1478.65","487.3019","1454.973","1324.437","1960.019","1177.639","908.4929","4490.15","3642.832","3292.012","2418.73","3712.764","1690.592","1169.0757","1807.641","961.8552","1046.305"
"M375.1248T255.7","375.12481","255.7139","1728.864","596.0966","622.8237","436.2464","455.8075","679.3838","735.749","650.4136","526.5484","469.7483","3752.321","1986.844","3306.5","1283.392","1909.401","2280.21","2848.8519","3713.56","3334.333","3531.342"
"M375.1334T228.2","375.13341","228.15131","1983.004","2793.272","4227.541","3844.022","844.2035","3062.687","2243.724","1220.936","2070.558","1663.476","5098.45","5382.399","6783.681","7331.364","5188.482","2783.714","3513.0358","3513.229","4371.372","4908.621"
"M375.1748T215.9","375.17481","215.92957","677.952","920.5174","689.1791","833.5664","404.096","480.9647","877.8246","913.7809","681.4696","517.3102","1532.602","965.3377","1396.892","737.9232","1113.889","1121.628","805.0388","895.4559","463.565","584.9239"
"M375.2474T560.8","375.24738","560.79786","5335.963","4685.386","4556.846","2879.409","1337.971","2274.137","2085.599","2238.949","542.4418","822.4646","8936.261","5418.866","5992.304","7693","7558.86","1682.174","1470.3133","1507.431","1730.161","886.7523"
"M377.0983T254.8","377.09833","254.83097","5601.533","4701.535","4354.408","5351.695","2427.809","4557.682","4728.621","5073.533","3752.493","4049.988","9517.658","8475.979","10488.37","7462.115","9815.296","8219.297","8462.5915","8133.928","6954.553","5796.461"
"M377.0857T213.7","377.08567","213.73422","2379.833","2290.749","2127.744","2321.728","1126.91","1934.471","2219.745","2283.428","1673.208","1606.032","6916.099","6532.69","7086.277","7286.538","6183.688","4169.751","4637.3885","6084.542","4490.283","4030.686"
"M377.0866T28.5","377.08659","28.47116","15530.13","10444.81","6629.98","8539.157","7415.893","17866.36","18820.13","18321.58","14452.01","14933.27","21195.15","38887.15","26500.3","16078.82","51895.4","12845.21","12374.6858","13687.34","15950.01","21613.98"
"M377.1003T180.7","377.10028","180.72984","3014.369","2413.986","1958.349","2130.037","1253.691","1699.664","2115.481","2462.897","1484.867","2113.389","6652.991","5697.314","6114.847","6492.884","5982.127","4035.474","5191.5945","5790.38","4903.209","4882.147"
"M377.1048T71.3","377.10476","71.32367","1772.553","1941.152","1830.732","1786.893","1132.233","1437.503","1617.566","1622.477","1304.993","1130.565","8763.971","11513.36","9390.722","5365.417","4974.459","5576.593","1485.035","6871.296","6112.374","6164.579"
"M377.5999T254.6","377.59993","254.55554","2024.921","1776.086","1592.566","1466.106","736.8771","1438.25","1680.692","1290.163","1016.954","1130.294","2939.293","1600.56","1332.81","1454.925","1355.557","708.5523","1599.7058","2086.501","1665.712","1133.227"
"M379.0671T205.4","379.06708","205.40624","1086.051","781.89","2514.855","1133.259","308.1611","628.227","1864.598","285.1885","443.6266","1594.167","3212.076","2261.91","2955.477","1519.214","1943.876","2927.506","2380.3994","2187.461","2032.914","825.3173"
"M379.1538T660.8","379.15378","660.83632","19658.56","31884.88","39073.16","48148.63","5014.53","50002.91","23279.05","23449.66","31749.2","29757.09","38903.11","29917.84","43240.94","21030.51","26076.47","34740.75","25934.5587","25172.52","10157.39","21948.65"
"M380.0983T198","380.09835","197.99675","54798.77","36927.59","47980.18","63694.17","22712.05","25593.17","30938.46","31005.33","24866.99","23840.55","48535.53","28785.4","29022.51","42119.76","28797.56","40729.07","31029.2222","39615.53","32258.53","26373.81"
"M380.0965T228.8","380.0965","228.76939","2023.335","1790.603","1627.184","1596.45","714.3142","769.7044","1003.392","1016.167","863.8394","1035.473","2166.775","1207.798","1264.48","1894.655","1445.506","1339.08","1116.6976","1332.047","1159.686","714.3264"
"M380.0965T346.2","380.09647","346.20075","2848.183","1886.608","2482.376","2069.846","1065.164","1894.062","2403.353","1932.136","1860.427","1294.714","2899.212","1537.898","1787.08","3372.907","2877.909","2417.49","2475.6276","2881.727","3326.413","3212.73"
"M380.1302T274.4","380.13022","274.36313","1046.17","899.6113","1010.444","975.954","381.4096","578.7824","664.4662","925.518","507.6783","497.0994","1971.578","1828.163","2116.346","1667.666","1297.473","1669.018","1283.975","1465.109","1221.29","830.7485"
"M381.102T197.6","381.10197","197.60254","8215.773","5873.344","7387.408","10011.95","3704.205","4399.967","4930.91","4713.79","3843.513","3868.487","6975.348","3966.532","3943.068","5896.063","3871.417","6130.386","4769.6698","6056.205","4901.98","4042.546"
"M381.1034T96.6","381.10336","96.64673","5935.704","3611.986","3754.272","4372.032","1160.131","3016.357","3419.429","3601.466","2636.651","2667.733","34038.58","25266.48","22222.54","21356.81","12625.85","12306.99","8446.959","19759.79","13607.77","7497.549"
"M381.176T201.3","381.17598","201.31519","189862.6","206238.1","157142.2","187892","84757.88","66312.55","79655.66","80630.36","72651.01","71474.42","122994.9","88931","100045.2","88269.04","90076.2","53039.73","32298.2342","43742.57","35880.8","40610.2"
"M381.1748T257.4","381.17476","257.40427","34054.92","30572.4","24701.74","29334.7","13441.84","11399.03","14000.03","14942.63","11294.6","11519.44","25776.34","16218.2","17339.85","16217.47","16937.77","9837.829","6669.5236","9010.666","5963.306","6271.612"
"M381.1756T238.4","381.17557","238.42885","20521.31","21069.04","15350.36","18924.41","8035.51","6846.772","8850.195","8913.117","6380.068","5529.132","2533.305","2567.232","1931.789","3204.307","2171.9","3721.526","2641.4589","4645.71","2573.345","2847.842"
"M381.1563T367.4","381.15634","367.38811","373.9236","270.3505","385.4209","480.8939","99.37216","282.8003","329.7416","336.0764","161.0761","230.1464","4015.14","3341.901","2458.141","2819.907","1922.718","2920.143","2923.1942","2811.432","2201.585","2210.711"
"M382.079T57.6","382.07899","57.64361","14276.12","14499.04","13680.96","12791.8","7972.89","13330.88","13092.25","13663.81","12317.62","12650.49","8734.143","3811.261","5187.06","7974.473","4358.578","7738.126","3671.8749","7380.962","4330.193","2497.098"
"M382.1037T197.8","382.10367","197.7951","1742.538","920.7684","1081.642","1697.69","681.8439","788.5015","995.8658","904.1808","728.846","704.8845","1367.76","914.5711","698.7523","1185.642","826.584","949.5808","1009.292","1154.274","831.1209","739.2284"
"M382.1139T320.2","382.11386","320.19033","1587.476","2849.843","873.9163","697.9736","433.485","640.7633","849.4609","918.9291","749.066","819.3604","6732.277","4704.89","1695.33","1891.712","2076.104","2438.186","4400.1916","2447.856","4583.138","4654.963"
