"","mz","rt","neg-Exp1_K-1-24_1-E,1_01_55195","neg-Exp1_K-25-48_1-E,3_01_55198","neg-Exp1_K-49-72_1-E,5_01_55201","neg-Exp1_K-73-96_1-E,7_01_55204","neg-Exp1_K-97-120_1-F,1_01_55207","neg_Exp2_K01_1-C,1_01_342","neg_Exp2_K02_1-C,5_01_347","neg_Exp2_K03_1-D,1_01_352","neg_Exp2_K04_1-D,5_01_358","neg-Exp1_P-1-24_1-E,2_01_55196","neg-Exp1_P-25-48_1-E,4_01_55199","neg-Exp1_P-49-72_1-E,6_01_55202","neg-Exp1_P-73-96_1-E,8_01_55205","neg-Exp1_P-97-120_1-F,2_01_55208","neg_Exp2_P1_1-C,2_01_343","neg_Exp2_P2_1-C,6_01_348","neg_Exp2_P3_1-D,2_01_353","neg_Exp2_P4_1-D,6_01_359","neg_Exp2_P5_1-E,1_01_364"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M580.3001T206","580.3001","205.95127","6472.822","7475.611","7115.347","6425.694","6806.793","588.7031","1355.083","1134.949","1342.854","8427.482","8596.011","12496.87","9524.608","11069.2804","1345.62206","1601.58705","497.9594","1815.58069","1668.48"
"M581.161T453.3","581.161","453.29804","1532.416","588.0352","1049.24","1246.847","243.2418","127.0363","90.02571","97.42371","59.01686","5891.446","5112.481","7604.017","4614.606","7191.437","1991.393","2393.46038","458.2486","2246.02735","2034.099"
"M582.1923T166.9","582.1923","166.86121","0","0","0","0","0","348.5336","471.2708","0","200.25","10951.61","10966.43","9738.431","12117.28","11832.3883","1784.55638","1937.2152","896.9229","2950.54309","2496.16"
"M582.2782T164.5","582.2782","164.52521","21114.45","21916.9","21666.92","24291.19","25195.95","4337.117","4282.757","5445.409","3646.609","6355.953","14435.06","12402.7","5301.569","6324.4929","2614.31718","1272.69686","3149.185","1276.10208","3646.372"
"M582.2682T420.4","582.2682","420.41188","147689.4","222156.5","228934.4","176488.3","230606","46851.41","50669.22","55902.95","51543.32","39849.11","39526.07","43783.96","36586.47","47156.073","30672.5184","30818.48164","44112.72","20845.49782","39608.96"
"M582.2858T183","582.2858","183.00698","76748.38","81865.3","78469.93","77672.99","84096.33","13740.2","13456.2","15372.3","13876.6","37519.99","34571.41","38862.13","38815.98","61806.763","4283.6509","4441.19923","3605.03","5704.26686","5397.648"
"M583.1634T453.2","583.1634","453.24599","1169.173","659.8414","941.7403","1368.423","733.7579","147.3849","129.3786","179.8306","212.7411","3942.169","5895.763","6315.876","6315.922","7275.7125","1631.1084","2375.5656","372.9201","2986.38506","1668.369"
"M583.2166T403.5","583.2166","403.50272","12025.51","20841.59","24996.33","22630.92","29709","3621.278","7862.056","5847.007","2738.68","7226.168","7250.762","10264.71","9055.65","6773.1498","2653.4544","2521.25384","2540.588","2533.64077","2678.794"
"M583.2154T363.4","583.2154","363.40244","149468.3","148837.3","197850.3","174253.2","209667.8","13771.42","21502.88","23194.54","15424.11","8902.622","5232.492","6659.348","9629.01","8078.227","3081.53286","1874.88589","1937.716","1679.3424","2720.063"
"M583.2711T420.3","583.2711","420.32017","48187.04","72245.07","75953.1","59370.56","73384.82","15629.12","16400.88","17736.08","15936.24","26557.96","17841.09","18115.22","17285.15","18422.6955","10355.2776","10668.24948","14926.79","6771.67521","13247.3"
"M583.2659T204.7","583.2659","204.74487","35951.73","37787.94","31546.85","34745.91","32093.59","4407.846","3792.683","5191.737","4658.382","11050.57","9847.927","11262.54","9081.475","11235.6047","1275.6864","1416.28956","1899.372","1581.5976","2259.53"
"M583.2861T184.4","583.2861","184.44647","23991.42","25741.72","24212.35","24736.24","28762.56","4294.721","3000.516","5418.321","4786.885","17310.19","16148.65","17798","17587.73","17496.5336","2364.5568","2359.23844","1664.022","4208.75082","2666.088"
"M584.1582T323","584.1582","323.00763","8373.81","4798.842","7218.54","12967.76","8415.934","1239.486","2606.808","2212.579","1035.562","6937.108","11374.87","7550.339","17396.35","4422.9343","8701.66232","7384.72479","3976.674","11487.53838","10410.95"
"M584.2188T363.6","584.2188","363.63928","49846.94","51828.66","68364.42","58740.04","70489.59","5106.311","7459.547","8171.198","5273.549","6369.654","3766.26","3828.518","3692.802","5664.3853","1225.55056","618.68283","1181.426","413.29808","1129.55"
"M584.218T403.4","584.218","403.44843","6873.452","7319.3","7500.711","8328.618","11007.6","836.8655","2813.374","2220.288","1166.583","3652.399","3304.009","4112.812","3325.117","4793.2615","1288.40707","1095.12672","992.496","845.8828","959.2898"
"M584.2788T548","584.2788","547.9625","13821.21","16401.55","17908.17","15696.64","16070.71","2343.118","3183.265","3412.77","3149.765","5816.777","5499.424","3596.965","6587.039","6410.2233","1140.52114","1015.88451","874.4745","1204.32009","1207.989"
"M584.2705T419","584.2705","418.96131","16426.78","23650.17","22874.8","22300.21","4592.813","5261.639","5781.955","6557.769","5268.961","11131.85","8539.817","9110.737","7231.191","8002.402","3103.35043","3617.91571","5508.045","2713.67423","3414.104"
"M584.2992T209","584.2992","209.0171","92823.94","104504","98788.05","92652.17","106137.3","17263.59","16329.68","19899.21","17433.95","55796.96","42512.21","48693.32","55688.67","50829.1778","3923.69569","5091.16444","3212.513","5772.29906","4933.723"
"M584.3243T264.9","584.3243","264.93605","2723.162","1706.906","1656.172","1631.08","2191.15","235.4981","276.2484","304.819","280.5576","25166.15","22569.93","20071.72","19757.58","19294.1896","5773.14351","5439.35291","950.6045","7764.21063","4734.844"
"M585.3011T211.4","585.3011","211.42966","29931.29","33467.28","30785.34","27536.46","35153.27","6312.948","4498.722","5677.207","5733.409","26639.97","26023.08","25795.76","24566.41","25132.4986","3817.12073","1211.6352","2263.163","5831.7855","4486.276"
"M585.2862T659.1","585.2862","659.1411","1984.122","612.1217","568.9517","1118.029","591.2233","134.4074","94.05186","88.38207","93.38483","15047.98","14981.59","10568.94","13169.43","8461.4765","4183.60443","7324.8552","1657.081","5510.33636","4449.12"
"M585.3247T184.7","585.3247","184.67858","3058.241","4860.099","4854.37","3748.59","5164.626","1089.204","1218.641","1300.5","1737.202","24589.01","28545.71","33190.12","29981.39","39875.0878","1862.57385","4655.54346","720.9438","8555.9425","4859.296"
"M589.1527T327.1","589.1527","327.12405","7231.016","7217.99","11278.02","5465.663","6212.714","1305.71","1696.232","1368.247","1142.041","6142.772","14357.76","8831.821","13653.17","14479.5054","6919.5312","4469.96592","6433.758","2293.98857","7147.714"
"M589.3104T179.3","589.3104","179.32088","706.8646","188.3511","260.7785","373.3619","75.4752","98.67729","87.72466","143.4083","124.6974","47576.21","41447.43","33412.74","38829.14","32547.46","6154.92","6917.10785","1305.878","11152.9152","5351.945"
"M589.2928T569.4","589.2928","569.35528","5324.451","1565.345","1212.382","3567.678","753.0747","147.7541","143.4182","179.0688","136.0806","70366.17","88444.43","86745.13","63983.82","112972.3989","3963.89458","7139.58216","1816.824","8332.41796","4038.246"
"M589.3295T625.3","589.3295","625.2608","2156.463","599.3451","430.9557","1740.67","514.23","76.36547","95.076","76.0608","132.1056","11122.72","11336.31","12965.81","9286.269","4950.7477","3802.7064","2557.31654","358.62","6147.42257","2176.045"
"M590.1484T244","590.1484","243.98904","8383.083","13381.42","16219.78","10146.77","15057.49","6241.885","7536.688","6934.415","5096.041","7437.33","8203.544","5323.527","8832.033","9870.4221","6952.92632","4959.57346","8916.126","3217.23692","8432.632"
"M590.2534T180.5","590.2534","180.45269","31139.81","34269.51","31884.71","33535.61","37222.13","4808.325","4728.426","5332.56","5462.811","190356.6","195085.8","209354.6","210361.7","227258.6285","9965.68676","11750.88459","9435.536","12161.27398","14137.28"
"M591.2534T184.1","591.2534","184.1313","2904.841","1883.904","9123.264","6677.936","9266.247","787.9632","719.9088","485.8124","461.6563","24364.77","66845.68","20886.75","73394.6","80668.5001","7979.72678","6553.9056","2424.635","8822.36285","8842.905"
"M591.3354T206.6","591.3354","206.63222","375.1209","0","329.5208","328.1081","184.9398","80.69893","102.7283","167.6801","83.08134","12702.6","10691.72","12202","13909.25","10725.8853","1271.17371","1994.26827","186.4079","3316.776","2022.617"
"M593.1471T259.3","593.1471","259.30924","57812.04","44198.91","53825.21","84389.02","85456.69","20061.69","27805.23","24580.58","23076.85","42774.54","66078.81","43272.9","92165.56","44812.8838","67164.69782","70862.9784","52580.52","56636.88083","66729.08"
"M593.1466T288.1","593.1466","288.08584","7243.563","5146.349","4955.802","16671.39","11545.25","2005.602","2542.271","2518.755","2285.932","229.9223","2340.663","2299.504","4288.521","2443.7576","6746.705","7717.35952","4650.92","6251.17513","6577.465"
"M593.1923T37.4","593.1923","37.4228","2826.103","2434.606","2157.419","2685.234","2067.587","480.5991","425.2833","364.5592","359.2201","531548.3","338028.4","471238.6","410320.6","467128.5348","101205.64368","98046.26354","80042.93","66700.04008","93720.44"
"M594.1506T259.3","594.1506","259.30924","17024.02","13499.08","16814.08","26708.42","27171.48","6103.017","8490.657","7901.128","6980.518","12708.62","19997.48","12352.18","27043.3","12120.9865","22609.63983","21964.8912","17267.5","17981.36037","20647.32"
"M594.1954T37.4","594.1954","37.4228","2708.166","2081.848","2125.415","2397.47","2099.261","570.3154","290.5269","344.5468","197.7879","132669.6","84109.79","113848.8","102247.4","116503.38","27144.87696","24825.12819","19715.55","17463.41908","22991.12"
"M594.2587T462.6","594.2587","462.59941","11837.71","16118.32","15534.69","13567.47","13454.13","5064.981","5222.321","5950.028","5375.419","12069.99","12522.02","11503.41","11658.99","5312.9192","2623.43747","3906.04996","3315.838","3576.86416","3930.385"
"M594.2388T248.9","594.2388","248.94358","3855.689","2107.598","1807.928","2891.981","1795.873","411.1174","358.1483","472.9233","414.3844","9466.328","9388.741","5966.711","8942.756","10326.2009","1799.1048","3118.4928","437.4058","1274.03057","2125.366"
"M594.2441T314.7","594.2441","314.68339","5967.582","3036.226","2943.555","5041.281","2974.009","684.2631","735.7689","680.4028","677.401","38373.06","42651.57","40467.97","37224.04","27479.8263","9433.14876","10887.68803","2607.23","18278.526","10138.33"
"M594.3T256","594.3","256.00568","515.0124","673.663","688.154","463.9113","643.8159","112.4232","76.0608","179.423","91.4064","13115.28","14310.7","14914.64","17937.78","21268.4877","3026.92016","3970.97777","1606.284","4104.69981","2943.539"
"M594.3199T232.3","594.3199","232.28097","14805.31","15195.67","14230.84","13531.63","16138.92","2898.982","2500.542","3083.279","2788.344","5284.278","4797.392","4667.589","5478.736","4808.1122","1432.66243","1374.58899","620.5106","1427.29101","1424.59"
"M595.153T259.4","595.153","259.42187","8085.979","5644.428","5766.376","7370.436","6944.272","2030.044","2514.999","2083.135","2062.063","2486.343","5075.959","3381.901","5385.738","4134.8362","6085.26888","6024.99837","4531.437","5175.73283","5370.822"
"M595.1969T37.4","595.1969","37.4228","2211.484","1718.982","1453.664","1625.832","1224.176","335.1854","238.4922","185.4371","200.4669","41919.61","22869.49","32744.03","27548.46","33868.9543","7532.25902","6758.84857","5010.496","4451.35824","6534.426"
"M595.263T462.6","595.263","462.56548","10100.54","5442.956","4951.878","8797.151","5292.339","1693.513","1677.007","1842.041","2035.012","9740.317","9636.868","8713.584","10313.53","7824.0635","1908.41139","2167.8913","1644.186","2617.68334","1818.836"
"M595.3194T232.3","595.3194","232.25912","3057.47","4218.132","4022.018","3099.146","5570.15","911.0981","852.5968","900.2392","623.9785","2785.979","2736.5","2907.594","2332.714","2618.2557","935.748","1041.854","314.4905","1161.6097","890.445"
"M596.2808T374.2","596.2808","374.16699","56104.77","11297.11","11330.53","54912.9","5424.015","1850.89","1965.047","2086.518","5533.519","185287","186434.6","174572.3","129484.7","101905.9835","34226.77138","43675.0486","10412","63151.40622","28276.77"
"M596.2963T162.1","596.2963","162.11838","187.2886","555.72","425.631","509.2825","277.688","140.049","150.075","187.845","75.0375","14555.7","12609.49","15077.04","14808.12","15232.3081","955.144","1193.61534","1395.03","1598.02763","1373.628"
"M596.3264T243.4","596.3264","243.3742","1535.429","2394.615","1768.305","1860.646","1333.936","270.1856","195.8012","322.6275","370.5879","14732.93","13512.79","13137.62","12215.36","14325.2173","2150.33238","1949.55686","1088.007","2619.4272","2034.712"
"M599.3391T213.7","599.3391","213.70496","1941.802","2017.71","2204.784","589.6878","1327.387","417.3336","296.8659","307.6187","456.9146","22844.59","28206.93","26343.32","18790.11","21855.124","2160.50554","1945.5876","984.3149","7069.34901","2352.552"
"M600.2727T462.4","600.2727","462.41483","34911.36","57234.81","55911.63","40703.96","54028.58","13925.45","14118.93","16551.8","14576.62","11491.01","11731.25","13695.34","14503.26","17199.3185","5932.18675","6444.71182","10287.78","4063.9732","8819.652"
"M601.1299T37.5","601.1299","37.47158","429.2329","2512.751","1757.025","1287.9","1214.732","2680.518","2447.025","1947.888","1715.224","219957.1","202896.1","224745.3","304473.2","373182.8407","55730.36101","54283.19552","21928.94","57459.26934","39067.36"
"M601.1339T30","601.1339","29.95359","1413.381","2281.494","1947.864","1312.281","1341.965","647.8136","886.9909","476.9733","622.6722","263608.1","98529.03","122709.4","128254.3","156743.7181","159514.83281","55933.08484","9191.846","34795.52028","29063.58"
"M601.2768T462.6","601.2768","462.56548","15951.04","18928.44","20209.68","16446.15","17902.66","4731.095","5084.017","5411.371","4882.965","9657.686","9841.318","9554.287","11128.38","10365.014","2475.78558","3259.9625","3391.98","2962.5911","2557.692"
"M601.3087T179","601.3087","178.98089","6380.507","2782.845","3323.1","4023.597","5257.754","273.3784","163.4294","188.7976","185.1088","20168.23","21469.74","19402.88","17469.02","21825.5993","3789.34794","3570.34362","1082.198","6434.11588","3284.626"
"M601.3075T299.3","601.3075","299.29003","1074.019","252.0974","356.8225","0","152.2982","152.7201","65.03529","119.3879","24.68429","114303.3","88325.56","87029.58","78291.85","64129.3232","19539.9528","21961.96691","6918.53","33842.54681","22050.63"
"M603.3125T268","603.3125","267.964","902.0553","1154.837","794.9401","2006.365","496.872","84.00672","103.3653","115.369","73.404","18312.92","19328.84","18866.4","21132.42","16754.0776","6821.1192","7223.37616","1460.999","11731.93596","7985.586"
"M604.2108T237.2","604.2108","237.19087","2317.657","2317.212","2315.285","2745.8","2005.229","638.0418","541.8132","635.7781","495.6305","26159.34","27892.5","29811.52","22131.81","34065.042","3479.17632","3115.13443","2335.534","4151.65245","3618.943"
"M604.3172T301.9","604.3172","301.87427","942.632","353.8662","449.517","1037.812","616.3172","210.0517","161.1065","70.37986","159.0612","9245.786","6558.575","7764.143","10863.87","5603.2715","2899.78615","3237.57","829.6523","3091.66149","2730.815"
"M604.713T237.3","604.713","237.32146","733.6094","623.787","634.6389","701.1186","416.3554","58.37523","90.05727","117.0745","38.02418","16832.3","16183.46","16541.58","11904.23","18886.786","1413.1956","2240.62327","1238.145","1428.88269","1729.565"
"M606.076T22.8","606.076","22.83417","214.333","212.984","58.638","76.81776","197.145","35.36356","112.4279","45.37844","55.35462","43943.14","23501.07","23903.28","24730.28","29320.348","4623.44423","3213.90231","1030.894","3121.68843","2474.222"
"M608.2623T185.3","608.2623","185.34132","1778.253","1523.371","1588.741","1666.779","1607.273","259.8319","283.5136","190.7568","440.6135","33791.6","35766.48","34740.3","52658.6","45503.0603","15409.5217","16921.77564","3738.711","20323.99046","14137.2"
"M608.3287T244.8","608.3287","244.82654","2889.769","1814.53","2407.12","2343.348","2264.708","415.2964","394.2814","375.3321","307.2193","16803.18","14527.79","12123.54","13933.23","9366.2413","4329.066","4503.46733","1766.412","4172.58543","5082.566"
"M608.7576T311.5","608.7576","311.48808","476.6581","379.3187","366.8983","442.4011","596.1691","125.0022","86.38213","132.0953","204.0674","12463.95","12001.05","14226.31","16563.89","12187.6824","3256.39401","2430.59342","1156.591","1891.53627","2535.36"
"M609.1551T38.1","609.1551","38.14257","12523.73","15333.97","12608.03","13103.94","14650.74","1769.649","656.5684","1334.504","532.3385","4141.204","3577.209","3649.587","3511.77","3494.681","1802.35148","1272.05191","1573.509","890.62145","1226.856"
"M609.3132T425","609.3132","424.96484","5926.647","1133.668","1479.516","3952.677","948.5746","239.7996","198.492","266.8571","218.7854","70887.5","65287.01","68166.24","26304.11","21258.383","6233.9832","2108.985","1384.966","9985.3152","4758.582"
"M610.2446T168","610.2446","168.04024","16347.53","15191.64","14764.09","14264.53","16272.26","2659.206","1480.111","2032.203","2458.638","22701.8","22086.61","22558.1","23399.87","20484.8093","4323.73071","4641.70918","1959.002","6471.97844","4291.837"
"M610.3158T211.5","610.3158","211.47243","110621.2","114869.7","107369.9","103208.4","118306.9","19493.42","19580.55","22494.25","20473.76","17678.24","15389.09","18243.54","14972.26","14650.4467","1691.79378","1850.56622","1143.352","2282.21653","2067.711"
